"","Song","Artist"
"1","Bajito","Ana Guerra"
"2","Say my name","Bebe Rexha;David Guetta;J Balvin"
"3","Sweet but psycho","Ava Max"
"4","Mujer bruja","Lola Índigo;Mala Rodríguez"
"5","Lo siento","Beret"
"6","High hopes","Panic! at the Disco"
"7","No te preocupes por mí","Leiva"
"8","Love someone","Lukas Graham"
"9","5 sentidos","Dvicio;Taburete"
"10","Con altura","El Guincho;J Balvin;Rosalía"
"11","Speechless","Robin Schulz;Erika Sirola"
"12","Nothing breaks like a heart","Mark Ronson;Miley Cyrus"
"13","Giant","Calvin Harris;Rag'n'Bone Man"
"14","Back in the city","Alejandro Sanz;Nicky Jam"
"15","Angels","Tom Walker"
"16","Close to me","Diplo;Ellie Goulding;Swae Lee"
"17","Déjame ser","Manuel Carrasco"
"18","7 rings","Ariana Grande"
"19","Vas a quedarte","Aitana"
"20","No te enamores","Efecto Pasillo"
"21","Sucker","Jonas Brothers"
"22","Besos a la lona","Melendi"
"23","I wish you were here","HRVY"
"24","Inventas","Vanesa Martín"
"25","Shotgun","George Ezra"
"26","Bailo la pena","Macaco"
"27","No volveré (A seguir tus pasos)","Blas Cantó"
"28","Walk me home","P!nk"
"29","Fading","Alle Farben;ILIRA"
"30","R.I.P.","Anitta;Rita Ora;Sofía Reyes"
"31","Guay","Sweet California"
"32","Swing","Danny Ocean"
"33","Loca","Álvaro Soler"
"34","Vuela (Beach pop)","Bombai"
"35","Pa' dentro","Ana Mena;Sean Kingston"
"36","Kiss and make up","Dua Lipa;Black Pink"
"37","Merlí","Miss Caffeina"
"38","Tu refugio (Nueva versión)","Pablo Alborán"
"39","Taki taki","DJ Snake;Cardi B;Ozuna;Selena Gomez"
"40","Let you love me","Rita Ora"
