"","Song","Artist"
"1","Boys will be boys","Paulina Rubio"
"2","Yo te esperaré","Cali y Dandee"
"3","Te he echado de menos","Pablo Alborán"
"4","Somebody that I used to know","Gotye;Kimbra"
"5","Rayos de sol","Jose de Rico & Henry Méndez"
"6","Stronger (What doesn't kill you)","Kelly Clarkson"
"7","Twilight","Cover Drive"
"8","Wild ones","Flo Rida;Sia"
"9","She doesn't mind","Sean Paul"
"10","Someone like you","Adele"
"11","1.000.000","Alexandra Stan;Carlprit"
"12","Mama luba","Serebro"
"13","Breathing","Jason Derülo"
"14","Dance again","Jennifer López;Pitbull"
"15","En el mundo genial de las cosas que dices","Maldita Nerea"
"16","The one that got away","Katy Perry"
"17","Me quedaré","Estopa"
"18","Buy the Dj a round","Xuso Jones;Flii Stylz"
"19","Call me maybe","Carly Rae Jepsen"
"20","No hay 2 sin 3 (Gol)","Cali y Dandee;David Bisbal"
"21","Payphone","Maroon 5;Wiz Khalifa"
"22","International love","Pitbull;Chris Brown"
"23","Sexy and I know it","LMFAO"
"24","Princess of China","Coldplay;Rihanna"
"25","Me pones tierno","Rasel;Carlos Baute"
"26","Euphoria","Loreen"
"27","Addicted to you (Arbadel re-work mix)","Shakira"
"28","Stereo hearts","Gym Class Heroes;Adam Levine"
"29","The A Team","Ed Sheeran"
"30","Dejarse la piel","Lagarto Amarillo"
"31","In your head","Mohombi"
"32","Fight for life","Carlos Jean;Alex Shaker;Daniel Martín;Lucía Scansetti"
"33","Next to me","Emeli Sandé"
"34","Tacatá","Tacabro"
"35","Love is the only way","Macaco"
"36","Levels","Avicii;Etta James"
"37","Silenced by the night","Keane"
"38","Rara","Georgina"
"39","Tengo tu love","Sie7e"
"40","Hangover","Taio Cruz;Flo Rida"
