"","Song","Artist"
"1","Fourfiveseconds","Rihanna;Kanye West;Paul McCartney"
"2","Love me like you do","Ellie Goulding"
"3","Cheerleader","OMI;Felix Jaehn"
"4","I'm an Albatraoz","AronChupa"
"5","The nights","Avicii"
"6","Earned it","The Weeknd"
"7","Elastic heart","Sia"
"8","Sugar","Maroon 5"
"9","Mi nuevo vicio","Paulina Rubio;Morat"
"10","I'm not the only one","Sam Smith"
"11","Un zombie a la intemperie","Alejandro Sanz"
"12","G.D.F.R. (Going down for real)","Flo Rida;LooKas;Sage The Gemini"
"13","Thinking out loud","Ed Sheeran"
"14","Outside","Calvin Harris;Ellie Goulding"
"15","La promesa","Melendi"
"16","Hold back the river","James Bay"
"17","El perdón","Nicky Jam;Enrique Iglesias"
"18","Take me to church","Hozier"
"19","Firestone","Kygo;Conrad"
"20","Love me harder","Ariana Grande;The Weeknd"
"21","Hijos de un mismo Dios","Macaco"
"22","Bills","LunchMoney Lewis"
"23","Muévelo","Sofía Reyes;Wisin"
"24","Hey babe!","Calum"
"25","What I did for love","David Guetta;Emeli Sandé"
"26","Indigo","Sweet California"
"27","King","Years & Years"
"28","Underdogs","Benjamin"
"29","Uptown funk","Mark Ronson;Bruno Mars"
"30","Pasos de cero","Pablo Alborán"
"31","Lips are movin","Meghan Trainor"
"32","Blank space","Taylor Swift"
"33","Eio","Lucy Paradise"
"34","Enamorate","Dvicio"
"35","Heartbeat song","Kelly Clarkson"
"36","Fade out lines","The Avener"
"37","Mi verdad","Maná;Shakira"
"38","Somos","Xuso Jones"
"39","Lo que sobra de mí","Fito & Fitipaldis"
"40","Saturday I'm in love","Auryn"
