"","Song","Artist"
"1","Can't hold us","Macklemore & Ryan Lewis;Ray Dalton"
"2","Wake me up!","Avicii;Aloe Blacc"
"3","Love me again","John Newman"
"4","Roar","Katy Perry"
"5","We can't stop","Miley Cyrus"
"6","La la la","Naughty Boy;Sam Smith"
"7","Applause","Lady GaGa"
"8","Blurred lines","Robin Thicke;Pharrell Williams;T.I."
"9","Éxtasis","Pablo Alborán"
"10","Best song ever","One Direction"
"11","Make my day","Auryn"
"12","I need your love","Calvin Harris;Ellie Goulding"
"13","I love it","Icona Pop;Charli XCX"
"14","Treasure","Bruno Mars"
"15","A prueba de ti","Malú"
"16","Let her go","Passenger"
"17","Burn","Ellie Goulding"
"18","Turn the night up","Enrique Iglesias"
"19","True love","P!nk;Lily Allen"
"20","The other side","Jason Derülo"
"21","Qué bonita la vida","Dani Martín"
"22","El primer día del resto de mi vida","La Oreja de Van Gogh"
"23","Play hard","David Guetta;Akon;Ne-Yo"
"24","Safe and sound","Capital Cities"
"25","On top of the world","Imagine Dragons"
"26","Wrecking ball","Miley Cyrus"
"27","Vi","Pablo López"
"28","Counting stars","OneRepublic"
"29","Cheque al portamor","Melendi"
"30","Live it up","Jennifer López;Pitbull"
"31","Cero","Dani Martín"
"32","Come with me","Ricky Martin"
"33","Royals","Lorde"
"34","Big when I was little","Eliza Doolittle"
"35","Infatuated","Sweet California"
"36","Now is the time","Wally López;Jasmine V"
"37","Next to me","Emeli Sandé;Alejandro Sanz"
"38","You're nobody 'til somebody loves you","James Arthur"
"39","Live your life","Mika"
"40","Get lucky","Daft Punk;Pharrell Williams"
