"","Song","Artist"
"1","El último vals","La Oreja de Van Gogh"
"2","Rise up","Yves Larock"
"3","No dudaría","Rosario"
"4","Ella elle l'a","Kate Ryan"
"5","Pretendo hablarte","Beatriz Luengo"
"6","Mercy","Duffy"
"7","Cuerpo triste","Estopa"
"8","S.O.S.","Jonas Brothers"
"9","Quiero un camino","Taxi;Álvaro Urquijo"
"10","4 minutes","Madonna;Justin Timberlake;Timbaland"
"11","Peter Pan","El Canto del Loco"
"12","About you now","Sugababes"
"13","Back to black","Amy Winehouse"
"14","Un violinista en tu tejado","Melendi"
"15","Tarde de domingo rara","Amaral"
"16","Puede ser","Conchita"
"17","Beautiful girls","Sean Kingston"
"18","Tenía tanto que darte","Nena Daconte"
"19","No estamos solos","Eros Ramazzotti;Ricky Martin"
"20","I kissed a girl","Katy Perry"
"21","Apologize","OneRepublic"
"22","Retales de una vida","Celtas Cortos"
"23","Viva la vida","Coldplay"
"24","Hate that I love you","Rihanna;David Bisbal"
"25","Esto es lo que soy","Jesse & Joy"
"26","Superwoman","Alicia Keys"
"27","Just hold me","Maria Mena"
"28","¡Eres tonto!","El Canto del Loco"
"29","The man who can't be moved","The Script"
"30","When I grow up","The Pussycat Dolls"
"31","Si no te hubieras ido","Maná"
"32","I'll be waiting","Lenny Kravitz"
"33","Stop and stare","OneRepublic"
"34","Tiempo pequeño","Revólver"
"35","Hacer por hacer","Miguel Bosé;Gloria Gaynor"
"36","I can feel you","Anastacia"
"37","Lo que quiero, lo que soy","Sr. Trepador"
"38","Violet hill","Coldplay"
"39","Better in time","Leona Lewis"
"40","Love song","Sara Bareilles"
