"","Song","Artist"
"1","Él no te da","Dasoul"
"2","Lean on","Major Lazer;DJ Snake;MØ"
"3","Are you with me","Lost Frequencies"
"4","Want to want me","Jason Derülo"
"5","Heroes","Måns Zelmerlöw"
"6","Five more hours","Chris Brown;Deorro"
"7","Hold my hand","Jess Glynne"
"8","King","Years & Years"
"9","I really like you","Carly Rae Jepsen"
"10","See you again","Wiz Khalifa;Charlie Puth"
"11","Cuando me siento bien","Efecto Pasillo"
"12","Shut up and dance","Walk the Moon"
"13","Like I can","Sam Smith"
"14","Cheerleader","OMI;Felix Jaehn"
"15","Firestone","Kygo;Conrad"
"16","Bills","LunchMoney Lewis"
"17","El perdón","Nicky Jam;Enrique Iglesias"
"18","Hoy será","Antonio Orozco"
"19","Come and get it","John Newman"
"20","Hey babe!","Calum"
"21","Style","Taylor Swift"
"22","Kill me (And make it quick)","Amelie"
"23","Sugar","Maroon 5"
"24","Volar","Macaco"
"25","Mi nuevo vicio","Paulina Rubio;Morat"
"26","Lifetime","Alexander Som;Carlos Jean"
"27","Walk","Kwabs"
"28","Good to be bad (Miedo a querer)","Paula Rojo"
"29","Mi verdad","Maná;Shakira"
"30","Won't stop","Electric Nana"
"31","No pide tanto, idiota","Maldita Nerea"
"32","G.D.F.R. (Going down for real)","Flo Rida;LooKas;Sage The Gemini"
"33","Come together","Echosmith"
"34","Cadillac","Mario Jefferson"
"35","Hey mama (Extended mix)","David Guetta;Afrojack;Bebe Rexha;Nicki Minaj"
"36","I'm an Albatraoz","AronChupa"
"37","Recuérdame (Versión 2015)","Pablo Alborán"
"38","God invented fridays","Luis López;Madison Kiss"
"39","Un zombie a la intemperie","Alejandro Sanz"
"40","Don't worry","Madcon;Ray Dalton"
