"","Song","Artist"
"1","Sorry","Justin Bieber"
"2","Ginza","J Balvin"
"3","Adventure of a lifetime","Coldplay"
"4","Tu enemigo","Pablo López;Juanes"
"5","Hundred miles","YALL;Gabriela Richardson"
"6","El mismo sol (Under the same sun) (Spanglish version)","Álvaro Soler;Jennifer López"
"7","Hello","Adele"
"8","Runnin' (Lose it all)","Naughty Boy;Arrow Benjamin;Beyoncé"
"9","Hotline bling","Drake"
"10","How deep is your love","Calvin Harris;Disciples"
"11","Easy love","Sigala"
"12","Electric","Auryn"
"13","Locked away","R. City;Adam Levine"
"14","What do you mean?","Justin Bieber"
"15","Stitches","Shawn Mendes"
"16","Old school","Abraham Mateo"
"17","Reality","Lost Frequencies;Janieck Devy"
"18","On my mind","Ellie Goulding"
"19","Perfect","One Direction"
"20","Ex's & Oh's","Elle King"
"21","Down with ya","Sweet California;Madcon"
"22","Don't be so hard on yourself","Jess Glynne"
"23","The hills","The Weeknd"
"24","La escalera","Pablo Alborán"
"25","Sugar","Robin Schulz;Francesco Yates"
"26","Quiero","Malú"
"27","Si te vienes a bailar","Efecto Pasillo"
"28","Bang my head","David Guetta;Fetty Wap;Sia"
"29","Capitán Tapón","Alejandro Sanz"
"30","Lush life","Zara Larsson"
"31","Photograph","Ed Sheeran"
"32","Adore","Jasmine Thompson"
"33","Stole the show","Kygo;Parson James"
"34","Ya no","Manuel Carrasco"
"35","Marvin Gaye","Charlie Puth;Meghan Trainor"
"36","Can't feel my face","The Weeknd"
"37","Don't worry","Madcon;Ray Dalton"
"38","Alive","Sia"
"39","The one I want","Electric Nana"
"40","Ain't nobody (Loves me better)","Felix Jaehn;Jasmine Thompson"
