"","Song","Artist"
"1","Volverá","El Canto del Loco"
"2","Sorry","Madonna"
"3","Marta, Sebas, Guille y los demás","Amaral"
"4","No me crees","Efecto Mariposa;Javier Ojeda"
"5","Rutinas","Chenoa"
"6","One","Mary J. Blige;U2"
"7","No","Shakira;Gustavo Cerati"
"8","Wake me up when september ends","Green Day"
"9","Eras tú","Merche"
"10","My spirit flies to you","Monjes Budistas"
"11","You're beautiful","James Blunt"
"12","Let's make history","Joana Zimmer;David Bisbal"
"13","Hung up","Madonna"
"14","Déjame verte","Diego Martín;Raquel del Rosarío"
"15","Advertising space","Robbie Williams"
"16","Muñeca de trapo","La Oreja de Van Gogh"
"17","Antes que ver el sol","Coti"
"18","Pokito a poko","Chambao"
"19","Everything burns","Anastacia;Ben Moody"
"20","Put your records on","Corinne Bailey Rae"
"21","Have a nice day","Bon Jovi"
"22","No quiero verla más","Estopa"
"23","Duro de llevar","Revólver"
"24","Cien gaviotas","Álex Ubago;Amaia Montero;Carlos Goñi;Cristina Lliso;David Summers;Quique González;Despistaos"
"25","Hips don't lie","Shakira;Wyclef Jean"
"26","Nothing else matters","Lucie Silvas"
"27","Con sólo una sonrisa","Melendi"
"28","Me pregunto","Belanova"
"29","The three degrees","Tara Blaise"
"30","Behind these hazel eyes","Kelly Clarkson"
"31","Otra vez","Coti;Paulina Rubio"
"32","Just feel better","Santana;Steven Tyler"
"33","Un año más",NA
"34","Old town","The Corrs"
"35","Todo","Pereza"
"36","Don't cha","The Pussycat Dolls;Busta Rhymes"
"37","Pieces of a dream","Anastacia"
"38","Don't lie","The Black Eyed Peas"
"39","Talk","Coldplay"
"40","Quiero estar contigo","Javier Puig"
