"","Song","Artist"
"1","Stereo hearts","Gym Class Heroes;Adam Levine"
"2","Someone like you","Adele"
"3","Good feeling","Flo Rida"
"4","Ai se eu te pego","Michel Teló"
"5","Cometas por el cielo","La Oreja de Van Gogh"
"6","Hangover","Taio Cruz;Flo Rida"
"7","The one that got away","Katy Perry"
"8","Criminal","Britney Spears"
"9","Paradise","Coldplay"
"10","Give me all your luvin'","Madonna;M.I.A.;Nicki Minaj"
"11","Got 2 luv u","Sean Paul;Alexis Jordan"
"12","We found love","Rihanna;Calvin Harris"
"13","Domino","Jessie J"
"14","International love","Pitbull;Chris Brown"
"15","Titanium","David Guetta;Sia"
"16","Dejarse la piel","Lagarto Amarillo"
"17","The A Team","Ed Sheeran"
"18","No sigue modas","Juan Magán"
"19","Levels","Avicii;Etta James"
"20","Sexy and I know it","LMFAO"
"21","Without you","David Guetta;Usher"
"22","Midnight","Mandy Santos;Carlos Jean"
"23","Los días contados","Despistaos"
"24","Marry you","Bruno Mars"
"25","BlackStar","Carlos Jean;Antonio Ferrara;Electric Nana;Macadamia;StelioN;Tolo Servera"
"26","Breathing","Jason Derülo"
"27","Moves like Jagger","Maroon 5;Christina Aguilera"
"28","Marry the night","Lady GaGa"
"29","Tu mirada","Amaia Montero"
"30","Me quedaré","Estopa"
"31","When love","Chila Lynn"
"32","Rolling in the deep","Adele"
"33","Polvo de estrellas","Calle París"
"34","Te he echado de menos","Pablo Alborán"
"35","I like how it feels","Enrique Iglesias;Pitbull;The WAV.s"
"36","She doesn't mind","Sean Paul"
"37","¿No podíamos ser agua?","Maldita Nerea"
"38","Stronger (What doesn't kill you)","Kelly Clarkson"
"39","No hay más","Antonio Orozco"
"40","Glad you came","The Wanted"
