"","Song","Artist"
"1","Vas a quedarte","Aitana"
"2","Lo siento","Beret"
"3","Love someone","Lukas Graham"
"4","Perdón","David Bisbal;Greeicy"
"5","Sweet but psycho","Ava Max"
"6","Nothing breaks like a heart","Mark Ronson;Miley Cyrus"
"7","Kiss and make up","Dua Lipa;Black Pink"
"8","Mujer bruja","Lola Índigo;Mala Rodríguez"
"9","Tu refugio (Nueva versión)","Pablo Alborán"
"10","Shotgun","George Ezra"
"11","Say my name","Bebe Rexha;David Guetta;J Balvin"
"12","No tengo nada","Alejandro Sanz"
"13","Taki taki","DJ Snake;Cardi B;Ozuna;Selena Gomez"
"14","Bajito","Ana Guerra"
"15","No te preocupes por mí","Leiva"
"16","Promises","Calvin Harris;Sam Smith"
"17","Cuando nadie ve","Morat"
"18","Déjame ser","Manuel Carrasco"
"19","Qué tienes tú","Dvicio;Jesús Navarro;Mau y Ricky"
"20","Loca","Álvaro Soler"
"21","Angels","Tom Walker"
"22","Inventas","Vanesa Martín"
"23","Girls like you","Maroon 5;Cardi B"
"24","Without me","Halsey"
"25","Let you love me","Rita Ora"
"26","Thank u, next","Ariana Grande"
"27","Blow that smoke","Major Lazer;Tove Lo"
"28","5 sentidos","Dvicio;Taburete"
"29","No volveré (A seguir tus pasos)","Blas Cantó"
"30","High hopes","Panic! at the Disco"
"31","Desprevenida","Malú"
"32","Giant","Calvin Harris;Rag'n'Bone Man"
"33","Be alright","Dean Lewis"
"34","In my mind","Dynoro;Gigi D'Agostino"
"35","I wish you were here","HRVY"
"36","2002","Anne-Marie"
"37","Ya no quiero ná","Lola Índigo"
"38","Fuego","Eleni Foureira"
"39","Don't leave me alone","David Guetta;Anne-Marie"
"40","Happier","Ed Sheeran"
