"","Song","Artist"
"1","Cold water","Major Lazer;Justin Bieber;MØ"
"2","La bicicleta","Carlos Vives;Shakira"
"3","We don't talk anymore","Charlie Puth;Selena Gomez"
"4","Let me love you","DJ Snake;Justin Bieber"
"5","One dance","Drake;Kyla;WizKid"
"6","Don't be so shy","Imany;Filatov & Karas"
"7","This girl","Kungs;Cookin' On 3 Burners"
"8","Ain't your mama","Jennifer López"
"9","Kiss the sky","Jason Derülo"
"10","Ride","Twenty One Pilots"
"11","Can't stop the feeling","Justin Timberlake"
"12","Borro cassette","Maluma"
"13","Sincericidio","Leiva"
"14","Mama said","Lukas Graham"
"15","Cómo te atreves","Morat"
"16","Una vez más",NA
"17","Treat you better","Shawn Mendes"
"18","Closer","The Chainsmokers;Halsey"
"19","Quiero que sepas","Juan Magán"
"20","Carreteras infinitas","Sidonie"
"21","I hate u I love u (Short edit)","Gnash;Olivia O'Brien"
"22","Me too","Meghan Trainor"
"23","De pies a cabeza","Nicky Jam;Maná"
"24","This is what you came for","Calvin Harris;Rihanna"
"25","Las ganas","Dani Martín"
"26","Don't let me down","The Chainsmokers;Daya"
"27","Fiesta en el infierno","Fangoria"
"28","In common","Alicia Keys"
"29","Perfect strangers","Jonas Blue;JP Cooper"
"30","All in my head (Flex)","Fifth Harmony;Fetty Wap"
"31","Yo quiero vivir","Manuel Carrasco"
"32","Dark necessities","Red Hot Chili Peppers"
"33","Middle","DJ Snake;Bipolar Sunshine"
"34","Duele el corazón","Enrique Iglesias;Wisin"
"35","Kids","OneRepublic"
"36","Mira como vuelo","Miss Caffeina"
"37","This house is not for sale","Bon Jovi"
"38","No money","Galantis"
"39","Bobo","J Balvin"
"40","Life into the wild","Furious Monkey House"
