"","Song","Artist"
"1","Get lucky","Daft Punk;Pharrell Williams"
"2","Thrift shop","Macklemore & Ryan Lewis;Wanz"
"3","Impossible","James Arthur"
"4","I could be the one","Avicii;Nicky Romero"
"5","Let her go","Passenger"
"6","Stay","Rihanna;Mikky Ekko"
"7","Just give me a reason","P!nk;Nate Ruess"
"8","Vuelvo a verte","Malú;Pablo Alborán"
"9","Heartbreaker","Auryn"
"10","No digas nada (Déjà vu)","Cali y Dandee"
"11","When I was your man","Bruno Mars"
"12","Ho hey","The Lumineers"
"13","Quién","Pablo Alborán"
"14","Play hard","David Guetta;Akon;Ne-Yo"
"15","Tu jardín con enanitos","Melendi"
"16","¡Corre!","Jesse & Joy"
"17","Live it up","Jennifer López;Pitbull"
"18","Cero","Dani Martín"
"19","Mirrors","Justin Timberlake"
"20","Unbreakable","Marien Baker;Shaun Frank"
"21","Con fuego","Soraya;Aqeelion"
"22","Camino de rosas","Alejandro Sanz"
"23","Turn around","Conor Maynard;Ne-Yo"
"24","More than friends","Inna;Daddy Yankee"
"25","Turn on the radio","Xuso Jones"
"26","Feel this moment","Pitbull;Christina Aguilera"
"27","Come & get it","Selena Gomez"
"28","Viven","Rasel;Jadel"
"29","Funketón","Efecto Pasillo"
"30","Me enamoré (Feeling of love)","XRIZ"
"31","Right now","Kostrok"
"32","Disparé","Nena Daconte"
"33","The other side","Jason Derülo"
"34","On top of the world","Imagine Dragons"
"35","Gitana","El Viaje de Elliot"
"36","Prisoners","Carlos Jean;DJ Nano;Antonio Ferrara"
"37","Blurred lines","Robin Thicke;Pharrell Williams;T.I."
"38","Boytoy","Angy"
"39","Mondays","Yanela Brooks"
"40","Pretty boy","Edurne"
