"","Song","Artist"
"1","Yo contigo, tú conmigo (The gong gong song)","Morat;Álvaro Soler"
"2","Mi gente","J Balvin;Willy William"
"3","Wild thoughts","DJ Khaled;Bryson Tiller;Rihanna"
"4","Attention","Charlie Puth"
"5","Solo si es contigo","Bombai;Bebe"
"6","2U","David Guetta;Justin Bieber"
"7","Issues","Julia Michaels"
"8","Felices los 4","Maluma"
"9","Thunder","Imagine Dragons"
"10","Despacito","Luis Fonsi;Daddy Yankee"
"11","Symphony","Clean Bandit;Zara Larsson"
"12","Galway girl","Ed Sheeran"
"13","Malibu","Miley Cyrus"
"14","No vacancy (Latin version)","OneRepublic;Sebastián Yatra"
"15","Sign of the times","Harry Styles"
"16","Breaking bad","Leiva"
"17","Feels","Calvin Harris;Big Sean;Katy Perry;Pharrell Williams"
"18","Me rehúso","Danny Ocean"
"19","Instruction","Jax Jones;Demi Lovato;Stefflon Don"
"20","Bailarina","Maldita Nerea"
"21","Mala mujer","C. Tangana"
"22","Carita de buena","Efecto Pasillo"
"23","Versace on the floor","Bruno Mars;David Guetta"
"24","Hey ma (Spanish version)","J Balvin;Pitbull;Camila Cabello"
"25","Mama","Jonas Blue;William Singe"
"26","Me enamoré","Shakira"
"27","Ok","Robin Schulz;James Blunt"
"28","Loco de amor",NA
"29","The way I are (Dance with somebody)","Bebe Rexha;Lil Wayne"
"30","Que se mueran de envidia","Dani Martín;Carla Morrison"
"31","Swalla","Jason Derülo;Nicki Minaj;Ty Dolla $ign"
"32","How we dream","Maico"
"33","There's nothing holdin' me back","Shawn Mendes"
"34","Sirenas","Taburete"
"35","Crying in the club","Camila Cabello"
"36","El peor grupo del mundo","Sidonie"
"37","Everything now","Arcade Fire"
"38","Ahora lloras tú","Ana Mena;CNCO"
"39","Todo es posible","David Bisbal;Tini"
"40","Cosas que no se pagan con dinero","Marlon"
