"","Song","Artist"
"1","Borro cassette","Maluma"
"2","Let me love you","DJ Snake;Justin Bieber"
"3","Closer","The Chainsmokers;Halsey"
"4","The greatest","Sia;Kendrick Lamar"
"5","Perfect strangers","Jonas Blue;JP Cooper"
"6","Safari","J Balvin;BIA;Pharrell Williams;Sky Rompiendo El Bajo"
"7","Sincericidio","Leiva"
"8","Kiss the sky","Jason Derülo"
"9","Heathens","Twenty One Pilots"
"10","Carreteras infinitas","Sidonie"
"11","Cold water","Major Lazer;Justin Bieber;MØ"
"12","Quiero que sepas","Juan Magán"
"13","My way","Calvin Harris"
"14","This girl","Kungs;Cookin' On 3 Burners"
"15","Ride","Twenty One Pilots"
"16","24k magic","Bruno Mars"
"17","Come","Jain"
"18","Starboy","The Weeknd;Daft Punk"
"19","Mama said","Lukas Graham"
"20","Lost on you","LP"
"21","Don't be so shy","Imany;Filatov & Karas"
"22","Perfect illusion","Lady GaGa"
"23","De pies a cabeza","Nicky Jam;Maná"
"24","We don't talk anymore","Charlie Puth;Selena Gomez"
"25","Los charcos","Dani Martín"
"26","Treat you better","Shawn Mendes"
"27","Verano","La Oreja de Van Gogh"
"28","Gyal you a party animal","Charly Black"
"29","Fuego","Juanes"
"30","Yo quiero vivir","Manuel Carrasco"
"31","This house is not for sale","Bon Jovi"
"32","Cuánto me duele","Morat"
"33","All in my head (Flex)","Fifth Harmony;Fetty Wap"
"34","In the name of love","Martin Garrix;Bebe Rexha"
"35","Fiesta en el infierno","Fangoria"
"36","Ain't my fault","Zara Larsson"
"37","Kids","OneRepublic"
"38","The ocean","Mike Perry;Shy Martin"
"39","Final song","MØ"
"40","Me too","Meghan Trainor"
