"","Song","Artist"
"1","We found love","Rihanna;Calvin Harris"
"2","I wanna go","Britney Spears"
"3","Titanium","David Guetta;Sia"
"4","¿No podíamos ser agua?","Maldita Nerea"
"5","Moves like Jagger","Maroon 5;Christina Aguilera"
"6","Coconut tree","Mohombi;Nicole Scherzinger"
"7","Glad you came","The Wanted"
"8","Caminando","Amaia Montero"
"9","Got 2 luv u","Sean Paul;Alexis Jordan"
"10","I like how it feels","Enrique Iglesias;Pitbull;The WAV.s"
"11","Paradise","Coldplay"
"12","Rain over me","Pitbull;Marc Anthony"
"13","The lazy song","Bruno Mars"
"14","Get back (ASAP)","Alexandra Stan"
"15","La luna va y viene","El Pescao"
"16","Perdóname ángel","Melendi"
"17","I'm into you","Jennifer López;Lil Wayne"
"18","Good feeling","Flo Rida"
"19","Antes de las seis","Shakira"
"20","La niña que llora en tus fiestas","La Oreja de Van Gogh"
"21","Someone like you","Adele"
"22","Gimme the base (DJ)","Carlos Jean;Mandy Santos"
"23","The edge of glory","Lady GaGa"
"24","Wepa","Gloria Estefan"
"25","Erase you","André Olà;Heléne"
"26","Bailando por ahí","Juan Magán"
"27","Dreamkiller","The Monomes"
"28","Me gustas tanto","Paulina Rubio"
"29","Last friday night (T.G.I.F)","Katy Perry"
"30","Danza Kuduro","Don Omar;Lucenzo"
"31","Rolling in the deep","Adele"
"32","Cometas por el cielo","La Oreja de Van Gogh"
"33","Sweat","Snoop Dogg;David Guetta"
"34","La primavera","Estopa"
"35","Domino","Jessie J"
"36","Party rock anthem","LMFAO;GoonRock;Laurent Bennet"
"37","Don't wanna go home","Jason Derülo"
"38","Soledad en mí","La Musicalité"
"39","Get together","Marta Sánchez;Dmol"
"40","Price tag","Jessie J;B.o.B"
