"","Song","Artist"
"1","Bad romance","Lady GaGa"
"2","Desde cuando","Alejandro Sanz"
"3","Quiero aprender de ti","El Canto del Loco"
"4","Tik tok","Ke$ha"
"5","Que nadie","Manuel Carrasco;Malú"
"6","Meet me halfway","The Black Eyed Peas"
"7","El run run","Rosario;Estopa"
"8","Russian roulette","Rihanna"
"9","La lluvia","María Villalón"
"10","Antes de que cuente diez","Fito & Fitipaldis"
"11","Ayo technology","Milow"
"12","We weren't born to follow","Bon Jovi"
"13","Fight for this love","Cheryl"
"14","Diez minutos","Efecto Mariposa"
"15","Sweet dreams","Beyoncé"
"16","Cosas que suenan a...","Maldita Nerea"
"17","Cry me out","Pixie Lott"
"18","Estuve a punto de...","Miguel Bosé"
"19","Gypsy (Pop version)","Shakira;Freemasons"
"20","Mi princesa","David Bisbal"
"21","Doesn't mean anything","Alicia Keys"
"22","Let's get excited","Alesha Dixon"
"23","Rain","Mika"
"24","Fireflies","Owl City"
"25","Release me","Agnes"
"26","This is it","Michael Jackson"
"27","Llévatelo","Antonio Orozco"
"28","Lucky","Jason Mraz;Colbie Caillat"
"29","Como una vela","Melendi"
"30","Happy","Leona Lewis"
"31","Don't tell me that it's over","Amy MacDonald"
"32","Lady Madrid","Pereza"
"33","Looking for paradise","Alejandro Sanz;Alicia Keys"
"34","I gotta feeling","The Black Eyed Peas"
"35","Babacar","Kate Ryan"
"36","Falling in love","McFly"
"37","Con sólo una mirada","Georgina"
"38","Mensajes del agua","Macaco"
"39","You know me","Robbie Williams"
"40","Get to you","James Morrison"
