"","Song","Artist"
"1","Sorry","Justin Bieber"
"2","Hundred miles","YALL;Gabriela Richardson"
"3","Hotline bling","Drake"
"4","Tu enemigo","Pablo López;Juanes"
"5","Adventure of a lifetime","Coldplay"
"6","Easy love","Sigala"
"7","Love yourself","Justin Bieber"
"8","Stitches","Shawn Mendes"
"9","Runnin' (Lose it all)","Naughty Boy;Arrow Benjamin;Beyoncé"
"10","Ex's & Oh's","Elle King"
"11","The hills","The Weeknd"
"12","Ginza","J Balvin"
"13","Electric","Auryn"
"14","Lush life","Zara Larsson"
"15","Hello","Adele"
"16","Bang my head","David Guetta;Fetty Wap;Sia"
"17","Locked away","R. City;Adam Levine"
"18","Sugar","Robin Schulz;Francesco Yates"
"19","Adore","Jasmine Thompson"
"20","How deep is your love","Calvin Harris;Disciples"
"21","Sax","Fleur East"
"22","Down with ya","Sweet California;Madcon"
"23","What do you mean?","Justin Bieber"
"24","Si te vienes a bailar","Efecto Pasillo"
"25","Old school","Abraham Mateo"
"26","El mismo sol (Under the same sun) (Spanglish version)","Álvaro Soler;Jennifer López"
"27","Ya no","Manuel Carrasco"
"28","Something in the way you move","Ellie Goulding"
"29","Light it up","Major Lazer;Fuse ODG;NYLA"
"30","Don't be so hard on yourself","Jess Glynne"
"31","Si me porto mal","Dasoul"
"32","Perfect","One Direction"
"33","Keeping your head up","Birdy"
"34","Here for you","Kygo;Ella Henderson"
"35","Here","Alessia Cara"
"36","Reality","Lost Frequencies;Janieck Devy"
"37","On my mind","Ellie Goulding"
"38","La escalera","Pablo Alborán"
"39","Stole the show","Kygo;Parson James"
"40","Capitán Tapón","Alejandro Sanz"
