"","Song","Artist"
"1","La gozadera","Gente de Zona;Marc Anthony"
"2","Hey mama (Extended mix)","David Guetta;Afrojack;Bebe Rexha;Nicki Minaj"
"3","Shut up and dance","Walk the Moon"
"4","I really like you","Carly Rae Jepsen"
"5","Lean on","Major Lazer;DJ Snake;MØ"
"6","Cheerleader","OMI;Felix Jaehn"
"7","Come and get it","John Newman"
"8","Don't worry","Madcon;Ray Dalton"
"9","I don't like it, I love it","Flo Rida;Robin Thicke;Verdine White"
"10","Cuando me siento bien","Efecto Pasillo"
"11","Are you with me","Lost Frequencies"
"12","Five more hours","Chris Brown;Deorro"
"13","Like I can","Sam Smith"
"14","Heroes","Måns Zelmerlöw"
"15","Stole the show","Kygo;Parson James"
"16","Hoy será","Antonio Orozco"
"17","Él no te da","Dasoul"
"18","Talk about you","Mika"
"19","Hold my hand","Jess Glynne"
"20","No pide tanto, idiota","Maldita Nerea"
"21","Want to want me","Jason Derülo"
"22","Good to be bad (Miedo a querer)","Paula Rojo"
"23","Recuérdame (Versión 2015)","Pablo Alborán"
"24","King","Years & Years"
"25","A que no me dejas","Alejandro Sanz"
"26","Wonder woman","Sweet California;Jake Miller"
"27","Pastillas para dormir","Estopa"
"28","Goodbye","Feder;Lyse"
"29","Vuelve","Juan Magán;DCS;Paulina Rubio"
"30","El perdón","Nicky Jam;Enrique Iglesias"
"31","Cadillac","Mario Jefferson"
"32","Won't stop","Electric Nana"
"33","Headlights","Robin Schulz;Ilsey"
"34","Garabatos","Fito & Fitipaldis"
"35","God invented fridays","Luis López;Madison Kiss"
"36","Waiting for love","Avicii"
"37","Kill me (And make it quick)","Amelie"
"38","See you again","Wiz Khalifa;Charlie Puth"
"39","Volar","Macaco"
"40","Mi verdad","Maná;Shakira"
