"","Song","Artist"
"1","Kiss and make up","Dua Lipa;Black Pink"
"2","Promises","Calvin Harris;Sam Smith"
"3","Lo siento","Beret"
"4","Shotgun","George Ezra"
"5","Perdón","David Bisbal;Greeicy"
"6","Cuando nadie ve","Morat"
"7","Qué tienes tú","Dvicio;Jesús Navarro;Mau y Ricky"
"8","Nothing breaks like a heart","Mark Ronson;Miley Cyrus"
"9","Thank u, next","Ariana Grande"
"10","Girls like you","Maroon 5;Cardi B"
"11","Vas a quedarte","Aitana"
"12","Ya no quiero ná","Lola Índigo"
"13","In my mind","Dynoro;Gigi D'Agostino"
"14","Taki taki","DJ Snake;Cardi B;Ozuna;Selena Gomez"
"15","Electricity","Dua Lipa;Silk City"
"16","Tu refugio (Nueva versión)","Pablo Alborán"
"17","No te preocupes por mí","Leiva"
"18","Love someone","Lukas Graham"
"19","Blow that smoke","Major Lazer;Tove Lo"
"20","Happier","marshmello;Bastille"
"21","No tengo nada","Alejandro Sanz"
"22","Sweet but psycho",NA
"23","2002","Anne-Marie"
"24","Angels","Tom Walker"
"25","Déjame ser","Manuel Carrasco"
"26","Say my name","Bebe Rexha;David Guetta;J Balvin"
"27","Malamente (Cap. 1 Augurio)","Rosalía"
"28","Bajito","Ana Guerra"
"29","Inventas","Vanesa Martín"
"30","Fuego","Eleni Foureira"
"31","Let you love me","Rita Ora"
"32","Desprevenida","Malú"
"33","Loca","Sweet California"
"34","Happier","Ed Sheeran"
"35","Don't leave me alone","David Guetta;Anne-Marie"
"36","No volveré (A seguir tus pasos)","Blas Cantó"
"37","Without me","Halsey"
"38","Amasijo de huesos","Sidecars"
"39","Déjala que baile","Melendi;Alejandro Sanz;Arkano"
"40","One kiss","Calvin Harris;Dua Lipa"
