"","Song","Artist"
"1","Give me everything","Pitbull;Afrojack;Nayer;Ne-Yo"
"2","Fácil","Maldita Nerea"
"3","On the floor","Jennifer López;Pitbull"
"4","Party rock anthem","LMFAO;GoonRock;Laurent Bennet"
"5","Judas","Lady GaGa"
"6","S&M","Rihanna"
"7","Bumpy ride","Mohombi"
"8","Where them girls at","David Guetta;Flo Rida;Nicki Minaj"
"9","Price tag","Jessie J;B.o.B"
"10","Just can't get enough","The Black Eyed Peas"
"11","Till the world ends","Britney Spears"
"12","Rabiosa","Shakira;El Cata"
"13","Lead the way","Carlos Jean;Electric Nana"
"14","Hello","Martin Solveig;Dragonette"
"15","Mr. Saxobeat","Alexandra Stan"
"16","Cuatro elementos","La Musicalité;El Sueño de Morfeo"
"17","Don't wanna go home","Jason Derülo"
"18","Solamente tú","Pablo Alborán"
"19","Every teardrop is a waterfall","Coldplay"
"20","Lluvia al corazón","Maná"
"21","Grenade","Bruno Mars"
"22","What a feeling","Alex Gaudino;Kelly Rowland"
"23","Gimme the base (DJ)","Carlos Jean;Mandy Santos"
"24","Firework","Katy Perry"
"25","Dame vida","Huecco"
"26","Dirty dancer","Enrique Iglesias;Lil Wayne;Nayer;Usher"
"27","Mi lamento","Dani Martín"
"28","Sun is up","Inna;Play & Win"
"29","Canción de amor caducada","Melendi"
"30","Best thing I never had","Beyoncé"
"31","Tú y yo","Ragdog"
"32","The lazy song","Bruno Mars"
"33","I'm into you","Jennifer López;Lil Wayne"
"34","Blanco y negro","Malú"
"35","Tip toeing","The Monomes"
"36","The time is now","Virginia Labuat"
"37","Quiero","Pignoise"
"38","Born this way","Lady GaGa"
"39","Buscando el sol","El Pescao"
"40","Tonight (I'm lovin' you)","Enrique Iglesias;DJ Frank E;Ludacris"
