"","Song","Artist"
"1","Feels","Calvin Harris;Big Sean;Katy Perry;Pharrell Williams"
"2","Wild thoughts","DJ Khaled;Bryson Tiller;Rihanna"
"3","Mi gente","J Balvin;Willy William"
"4","Yo contigo, tú conmigo (The gong gong song)","Morat;Álvaro Soler"
"5","Me rehúso","Danny Ocean"
"6","2U","David Guetta;Justin Bieber"
"7","Galway girl","Ed Sheeran"
"8","Attention","Charlie Puth"
"9","Breaking bad","Leiva"
"10","Ok","Robin Schulz;James Blunt"
"11","Solo si es contigo","Bombai;Bebe"
"12","Issues","Julia Michaels"
"13","No vacancy (Latin version)","OneRepublic;Sebastián Yatra"
"14","Bailarina","Maldita Nerea"
"15","Mama","Jonas Blue;William Singe"
"16","Despacito","Luis Fonsi;Daddy Yankee"
"17","Versace on the floor","Bruno Mars;David Guetta"
"18","Unforgettable","French Montana;Swae Lee"
"19","Felices los 4","Maluma"
"20","Instruction","Jax Jones;Demi Lovato;Stefflon Don"
"21","Carita de buena","Efecto Pasillo"
"22","Thunder","Imagine Dragons"
"23","Loco de amor",NA
"24","How we dream","Maico"
"25","Friends","Justin Bieber;BloodPop"
"26","Your song","Rita Ora"
"27","Todo es posible","David Bisbal;Tini"
"28","Miracles (someone special)","Big Sean;Coldplay"
"29","Mala mujer","C. Tangana"
"30","Symphony","Clean Bandit;Zara Larsson"
"31","Toc toc","Macaco"
"32","What about us","P!nk"
"33","El peor grupo del mundo","Sidonie"
"34","Dancing on Mars","Carlos Jean;Bamboe"
"35","Malibu","Miley Cyrus"
"36","Hula hoop 8000","Monarchy"
"37","Everything now","Arcade Fire"
"38","Que se mueran de envidia","Dani Martín;Carla Morrison"
"39","Hey ma (Spanish version)","J Balvin;Pitbull;Camila Cabello"
"40","There's nothing holdin' me back","Shawn Mendes"
