"","Song","Artist"
"1","Get lucky","Daft Punk;Pharrell Williams"
"2","Thrift shop","Macklemore & Ryan Lewis;Wanz"
"3","I could be the one","Avicii;Nicky Romero"
"4","Let her go","Passenger"
"5","Impossible","James Arthur"
"6","Just give me a reason","P!nk;Nate Ruess"
"7","Stay","Rihanna;Mikky Ekko"
"8","No digas nada (Déjà vu)","Cali y Dandee"
"9","Play hard","David Guetta;Akon;Ne-Yo"
"10","Vuelvo a verte","Malú;Pablo Alborán"
"11","Ho hey","The Lumineers"
"12","Quién","Pablo Alborán"
"13","Live it up","Jennifer López;Pitbull"
"14","Heartbreaker","Auryn"
"15","Cero","Dani Martín"
"16","¡Corre!","Jesse & Joy"
"17","When I was your man","Bruno Mars"
"18","More than friends","Inna;Daddy Yankee"
"19","Unbreakable","Marien Baker;Shaun Frank"
"20","Tu jardín con enanitos","Melendi"
"21","Camino de rosas","Alejandro Sanz"
"22","Mirrors","Justin Timberlake"
"23","Con fuego","Soraya;Aqeelion"
"24","Turn on the radio","Xuso Jones"
"25","Turn around","Conor Maynard;Ne-Yo"
"26","Come & get it","Selena Gomez"
"27","Funketón","Efecto Pasillo"
"28","Me enamoré (Feeling of love)","XRIZ"
"29","The other side","Jason Derülo"
"30","Right now","Kostrok"
"31","On top of the world","Imagine Dragons"
"32","Viven","Rasel;Jadel"
"33","Walks like Rihanna","The Wanted"
"34","Gitana","El Viaje de Elliot"
"35","Blurred lines","Robin Thicke;Pharrell Williams;T.I."
"36","Feel this moment","Pitbull;Christina Aguilera"
"37","Mondays","Yanela Brooks"
"38","Love me again","John Newman"
"39","Pretty boy","Edurne"
"40","Boytoy","Angy"
