"","Song","Artist"
"1","Sexy bitch","David Guetta;Akon"
"2","Tik tok","Ke$ha"
"3","Sick of love","Robert Ramírez"
"4","Cosas que suenan a...","Maldita Nerea"
"5","Fireflies","Owl City"
"6","Stereo love","Edward Maya;Molella"
"7","El run run","Rosario;Estopa"
"8","Meet me halfway","The Black Eyed Peas"
"9","Gitana (Pop version)","Shakira"
"10","Telephone","Lady GaGa;Beyoncé"
"11","Todo me da igual","Pignoise"
"12","Rude boy","Rihanna"
"13","Los huesos de los besos","Fito & Fitipaldis"
"14","Release me","Agnes"
"15","Fight for this love","Cheryl"
"16","Bipolar","POL 3.14"
"17","Can't be tamed","Miley Cyrus"
"18","Replay","Iyaz"
"19","Ay Haití!","Carlos Jean;Varios"
"20","We weren't born to follow","Bon Jovi"
"21","Nuestro amor será leyenda","Alejandro Sanz"
"22","Sin mirar atras","David Bisbal"
"23","Break your heart","Taio Cruz"
"24","Gracias","Despistaos"
"25","I like it","Enrique Iglesias"
"26","Aunque me pidas perdón","Taxi"
"27","Bad romance","Lady GaGa"
"28","Not myself tonight","Christina Aguilera"
"29","Como una vela","Melendi"
"30","Olvídate de mí","Zenttric"
"31","Whatcha say","Jason Derülo"
"32","Need you now","Lady Antebellum"
"33","Quiero aprender de ti","El Canto del Loco"
"34","If we ever meet again","Timbaland;Katy Perry"
"35","Guapa","Diego Torres"
"36","Diez minutos","Efecto Mariposa"
"37","I got you","Leona Lewis"
"38","Llévatelo","Antonio Orozco"
"39","Estuve a punto de...","Miguel Bosé"
"40","Sweet dreams","Beyoncé"
