"","Song","Artist"
"1","How long","Charlie Puth"
"2","Échame la culpa","Luis Fonsi;Demi Lovato"
"3","El patio","Pablo López"
"4","El baño","Enrique Iglesias;Bad Bunny"
"5","Wolves","Selena Gomez;marshmello"
"6","Corazón","Maluma;Nego do Borel"
"7","Downtown","Anitta;J Balvin"
"8","Havana","Camila Cabello;Young Thug"
"9","Déjate llevar","Juan Magán;B-Case;Belinda;Manuel Turizo;Snova"
"10","Perfect duet","Ed Sheeran;Beyoncé"
"11","Besos en guerra","Morat;Juanes"
"12","For you","Liam Payne;Rita Ora"
"13","I miss you","Clean Bandit;Julia Michaels"
"14","Spinning over you","REYKO"
"15","All falls down","Alan Walker;Digital Farm Animals;Noah Cyrus"
"16","La llamada","Leiva"
"17","Breathe","Jax Jones;Ina Wroldsen"
"18","Katchi","Nick Waterhouse;Ofenbach"
"19","El arrepentido","Melendi;Carlos Vives"
"20","Finesse","Bruno Mars;Cardi B"
"21","Salvajes irracionales","Efecto Pasillo"
"22","Anywhere","Rita Ora"
"23","Mentira","Ana Mena;RK"
"24","Good girls don't lie","Ruth Lorenzo"
"25","Guerrera","C. Tangana;Dellafuente"
"26","Bedroom floor","Liam Payne"
"27","Perro fiel","Shakira;Nicky Jam"
"28","Tip toe","Jason Derülo;French Montana"
"29","Filthy","Justin Timberlake"
"30","Get out of your own way","U2"
"31","Tu mejor pesadilla","Sidecars"
"32","Feel it still","Portugal. The Man"
"33","No vaya a ser","Pablo Alborán"
"34","PDA","Scott Helman"
"35","New rules","Dua Lipa"
"36","1, 2, 3","Sofía Reyes;De la Ghetto;Jason Derülo"
"37","What lovers do","Maroon 5;SZA"
"38","Dusk till dawn","Zayn Malik;Sia"
"39","No roots","Alice Merton"
"40","So far away","David Guetta;Martin Garrix;Jamie Scott;Romy Dya"
