"","Song","Artist"
"1","Hemicraneal","Estopa"
"2","Quiero ser","Amaia Montero"
"3","I kissed a girl","Katy Perry"
"4","If I were a boy","Beyoncé"
"5","Beggin","Madcon"
"6","Peter Pan","El Canto del Loco"
"7","The man who can't be moved","The Script"
"8","Better in time","Leona Lewis"
"9","Viva la vida","Coldplay"
"10","Sígueme","Manuel Carrasco"
"11","Stop and stare","OneRepublic"
"12","Inmortal","La Oreja de Van Gogh"
"13","Te esperaré","Calle París"
"14","Disturbia","Rihanna"
"15","Que te quería","La Quinta Estación"
"16","Human","The Killers"
"17","Odio por amor","Juanes"
"18","Perdóname","Amaral"
"19","Just dance","Lady GaGa;Colby O'Donis"
"20","Física o química","Despistaos"
"21","Rain on your parade","Duffy"
"22","Broken strings","James Morrison;Nelly Furtado"
"23","Tenía tanto que darte","Nena Daconte"
"24","Womanizer","Britney Spears"
"25","Primavera anticipada (It is my song)","Laura Pausini;James Blunt"
"26","Me gustas cuando","Lucas Masciano;El Canto del Loco"
"27","Greatest day","Take That"
"28","Un violinista en tu tejado","Melendi"
"29","Voyage voyage","Kate Ryan"
"30","This is the life","Amy MacDonald"
"31","El burdel de las sirenas","84"
"32","Superwoman","Alicia Keys"
"33","Por mi tripa","Pereza"
"34","Infinity 2008","Guru Josh Project;Klaas"
"35","Walking away","Craig David;Álex Ubago"
"36","Libres","La Sonrisa de Julia"
"37","Quiero un camino","Taxi;Álvaro Urquijo"
"38","I can feel you","Anastacia;Mousse T."
"39","Porque las cosas cambian","Bunbury"
"40","Retales de una vida","Celtas Cortos"
