"","Song","Artist"
"1","Bailando (English version)","Enrique Iglesias;Descemer Bueno;Gente de Zona;Sean Paul"
"2","Trumpets","Jason Derülo"
"3","Changes","FAUL;Wad Ad;Pnau"
"4","Dare (La la la)","Shakira"
"5","Dark horse","Katy Perry;Juicy J"
"6","If I lose myself","OneRepublic;Alesso"
"7","Happy","Pharrell Williams"
"8","We are one (Ole ola)","Pitbull;Claudia Leitte;Jennifer López"
"9","All of me","John Legend"
"10","One woman army","Porcelain Black"
"11","Into the blue","Kylie Minogue"
"12","Demons","Imagine Dragons"
"13","Team","Lorde"
"14","Human","Christina Perri"
"15","She looks so perfect","5SOS"
"16","Wings","Birdy"
"17","Can we dance","The Vamps"
"18","Rather be","Clean Bandit;Jess Glynne"
"19","Shot me down","David Guetta;Skylar Grey"
"20","Buena energía","Maldita Nerea"
"21","A sky full of stars","Coldplay"
"22","This is the life","Sweet California"
"23","Emocional","Dani Martín"
"24","Air balloon","Lily Allen"
"25","Jealous (I ain't with it)","Chromeo"
"26","No amanece","David Bisbal"
"27","Love never felt so good","Michael Jackson;Justin Timberlake"
"28","Sing","Ed Sheeran"
"29","Too many girls","Wayne Beckford"
"30","First love","Jennifer López"
"31","Cola song","Inna;J Balvin"
"32","Marilyn Monroe","Pharrell Williams"
"33","Temblando","Antonio Orozco"
"34","Mirada perdida","Leiva"
"35","You & I","One Direction"
"36","Mil pedazos","Juanes"
"37","Am I wrong","Nico & Vinz"
"38","Al norte","Mr. Kilombo"
"39","Stolen dance","Milky Chance"
"40","Megaphone","Xuso Jones"
