"","Song","Artist"
"1","I'm yours","Jason Mraz"
"2","Moving","Macaco"
"3","Colgando en tus manos","Carlos Baute;Marta Sánchez"
"4","Hot n cold","Katy Perry"
"5","Poker face","Lady GaGa"
"6","Estoy enfermo","Pignoise;Melendi"
"7","Halo","Beyoncé"
"8","The boy does nothing","Alesha Dixon"
"9","Paranoid","Jonas Brothers"
"10","Por quererte","Efecto Mariposa"
"11","When the sun comes down","R.I.O."
"12","Loba","Shakira"
"13","Si no estás","El Sueño de Morfeo"
"14","Infinity 2008","Guru Josh Project;Klaas"
"15","La suerte de mi vida","El Canto del Loco"
"16","I gotta feeling","The Black Eyed Peas"
"17","Summercat","Billie The Vision & the Dancers"
"18","4 segundos","Amaia Montero"
"19","Piratas del bar Caribe","Melendi"
"20","When love takes over","David Guetta;Kelly Rowland"
"21","Me fuí","Bebe"
"22","Solo quiero bailar","Zenttric"
"23","Manos al aire","Nelly Furtado"
"24","Que te quería","La Quinta Estación"
"25","Pick me up","Emilia de Poret"
"26","Violento amor","Pereza"
"27","Tú sólo tú","Calle París"
"28","This is the life","Amy MacDonald"
"29","Human","The Killers"
"30","Broken strings","James Morrison;Nelly Furtado"
"31","Causa y efecto","Paulina Rubio"
"32","Viva la vida","Coldplay"
"33","La mejor noche de mi vida","Wagon Folk"
"34","Change","Daniel Merriweather"
"35","Europa VII","La Oreja de Van Gogh"
"36","Ay amor","Nena Daconte"
"37","Your mind is on the run","The Monomes"
"38","Acto III (Horseshoes and handgrenades) - 21 guns","Green Day"
"39","Perdóname","Amaral"
"40","Lala song","Bob Sinclar;The Sugarhill Gang"
