"","Song","Artist"
"1","The time (Dirty bit)","The Black Eyed Peas"
"2","Hold my hand","Michael Jackson;Akon"
"3","Who's that chick?","David Guetta;Rihanna"
"4","Mira la vida","Dani Martín"
"5","Love the way you lie","Eminem;Rihanna"
"6","Tú mirada me hace grande","Maldita Nerea"
"7","Only girl (In the world)","Rihanna"
"8","Barbie de extrarradio","Melendi"
"9","Loca","Shakira;El Cata"
"10","Barbra Streisand","Duck Sauce"
"11","Just the way you are","Bruno Mars"
"12","Firework","Katy Perry"
"13","Cry cry","Oceana"
"14","Tonight (I'm lovin' you)","Enrique Iglesias;DJ Frank E;Ludacris"
"15","Con la mano levantá","Macaco;Estopa"
"16","Dynamite","Taio Cruz"
"17","We r who we r","Ke$ha"
"18","Sale el sol","Shakira"
"19","Turn around (5, 4, 3, 2, 1)","Flo Rida"
"20","Blanco y negro","Malú"
"21","Dj got us fallin' in love","Usher"
"22","Me acordé de ti","Fito & Fitipaldis"
"23","Get outta my way","Kylie Minogue"
"24","Grenade","Bruno Mars"
"25","Cuatro elementos","La Musicalité;El Sueño de Morfeo"
"26","The flood","Take That"
"27","Buscando el sol","El Pescao"
"28","Club can't handle me","Flo Rida;David Guetta"
"29","Y mírame","Despistaos;Jorge Ruiz"
"30","Hold it against me","Britney Spears"
"31","Lo que no ves","POL 3.14"
"32","Higher","Taio Cruz;Kylie Minogue"
"33","Lo mejor de mi vida eres tú","Ricky Martin;Natalia Jiménez"
"34","Teenage dream","Katy Perry"
"35","Lola soledad","Alejandro Sanz"
"36","Stay the night","James Blunt"
"37","Alejandro","Lady GaGa"
"38","Quién te quiere como yo","Carlos Baute"
"39","El secreto de las tortugas","Maldita Nerea"
"40","No te invite a dormir","Nena Daconte"
