"","Song","Artist"
"1","Bailando por ahí","Juan Magán"
"2","Give me everything","Pitbull;Afrojack;Nayer;Ne-Yo"
"3","Gimme the base (DJ)","Carlos Jean;Mandy Santos"
"4","Till the world ends","Britney Spears"
"5","Party rock anthem","LMFAO;GoonRock;Laurent Bennet"
"6","Danza Kuduro","Don Omar;Lucenzo"
"7","The lazy song","Bruno Mars"
"8","Price tag","Jessie J;B.o.B"
"9","Where them girls at","David Guetta;Flo Rida;Nicki Minaj"
"10","I'm into you","Jennifer López;Lil Wayne"
"11","La niña que llora en tus fiestas","La Oreja de Van Gogh"
"12","Don't wanna go home","Jason Derülo"
"13","Fácil","Maldita Nerea"
"14","Judas","Lady GaGa"
"15","Dirty dancer","Enrique Iglesias;Lil Wayne;Nayer;Usher"
"16","Mi lamento","Dani Martín"
"17","Stand","Lenny Kravitz"
"18","Bumpy ride","Mohombi"
"19","Last friday night (T.G.I.F)","Katy Perry"
"20","On the floor","Jennifer López;Pitbull"
"21","Just can't get enough","The Black Eyed Peas"
"22","Erase you","André Olà;Heléne"
"23","S&M","Rihanna"
"24","Soledad en mí","La Musicalité"
"25","Best thing I never had","Beyoncé"
"26","¿No podíamos ser agua?","Maldita Nerea"
"27","Get together","Marta Sánchez;Dmol"
"28","Sweat","Snoop Dogg;David Guetta"
"29","Quién","Malú"
"30","Hello","Martin Solveig;Dragonette"
"31","Rolling in the deep","Adele"
"32","Amor clandestino","Maná"
"33","Every teardrop is a waterfall","Coldplay"
"34","Rain over me","Pitbull;Marc Anthony"
"35","Como tú no hay 2","Beatriz Luengo;Yotuel Romero"
"36","All my people","Sasha Lopez;Andreea D;Broono"
"37","Sun is up","Inna;Play & Win"
"38","Rabiosa","Shakira;El Cata"
"39","Tip toeing","The Monomes"
"40","Canción de amor caducada","Melendi"
