"","Song","Artist"
"1","What do you mean?","Justin Bieber"
"2","Marvin Gaye","Charlie Puth;Meghan Trainor"
"3","Can't feel my face","The Weeknd"
"4","How deep is your love","Calvin Harris;Disciples"
"5","El mismo sol (Under the same sun) (Spanglish version)","Álvaro Soler;Jennifer López"
"6","Locked away","R. City;Adam Levine"
"7","Vuelve","Juan Magán;DCS;Paulina Rubio"
"8","Reality","Lost Frequencies;Janieck Devy"
"9","Ain't nobody (Loves me better)","Felix Jaehn;Jasmine Thompson"
"10","Back it up (Spanish version)","Prince Royce;Jennifer López;Pitbull"
"11","Alive","Sia"
"12","Photograph","Ed Sheeran"
"13","On my mind","Ellie Goulding"
"14","Ginza","J Balvin"
"15","Goodbye","Feder;Lyse"
"16","Stole the show","Kygo;Parson James"
"17","Quiero","Malú"
"18","Runnin' (Lose it all)","Naughty Boy;Arrow Benjamin;Beyoncé"
"19","Fight song","Rachel Platten"
"20","Supergirl","Anna Naklab;Alle Farben;Younotus"
"21","A que no me dejas","Alejandro Sanz"
"22","Lean on","Major Lazer;DJ Snake;MØ"
"23","La gozadera","Gente de Zona;Marc Anthony"
"24","Don't worry","Madcon;Ray Dalton"
"25","Headlights","Robin Schulz;Ilsey"
"26","I don't like it, I love it","Flo Rida;Robin Thicke;Verdine White"
"27","Electric","Auryn"
"28","Shut up and dance","Walk the Moon"
"29","Hula hoop","OMI"
"30","Come and get it","John Newman"
"31","Old school","Abraham Mateo"
"32","Waiting for love","Avicii"
"33","Pastillas para dormir","Estopa"
"34","Perfect","One Direction"
"35","Garabatos","Fito & Fitipaldis"
"36","Recuérdame (Versión 2015)","Pablo Alborán"
"37","The one I want","Electric Nana"
"38","Wonder woman","Sweet California;Jake Miller"
"39","Like I can","Sam Smith"
"40","I really like you","Carly Rae Jepsen"
