"","Song","Artist"
"1","Terriblemente cruel","Leiva"
"2","Happy","Pharrell Williams"
"3","Dark horse","Katy Perry;Juicy J"
"4","Can't remember to forget you","Shakira;Rihanna"
"5","In your eyes","Inna;Yandel"
"6","Diez mil maneras","David Bisbal"
"7","Wings","Birdy"
"8","Demons","Imagine Dragons"
"9","Changes","FAUL;Wad Ad;Pnau"
"10","Hey brother","Avicii;Dan Tyminski"
"11","Rather be","Clean Bandit;Jess Glynne"
"12","Money on my mind","Sam Smith"
"13","I'm a freak","Enrique Iglesias;Pitbull"
"14","Trumpets","Jason Derülo"
"15","Emocional","Dani Martín"
"16","Animals","Martin Garrix"
"17","Into the blue","Kylie Minogue"
"18","Can we dance","The Vamps"
"19","Everybody dance","Dreamland"
"20","Mil pedazos","Juanes"
"21","Radioactive","Imagine Dragons"
"22","Temblando","Antonio Orozco"
"23","Shot me down","David Guetta;Skylar Grey"
"24","Al norte","Mr. Kilombo"
"25","Royals","Lorde"
"26","Talk dirty","Jason Derülo;2 Chainz"
"27","Sha la la","María Sagana"
"28","If I lose myself","OneRepublic;Alesso"
"29","Neon lovers","Soraya"
"30","She looks so perfect","5SOS"
"31","Air balloon","Lily Allen"
"32","All of me","John Legend"
"33","Too many girls","Wayne Beckford"
"34","Show das poderosas","Anitta"
"35","Megaphone","Xuso Jones"
"36","This is the life","Sweet California"
"37","Young girls","Bruno Mars"
"38","One woman army","Porcelain Black"
"39","Me fui","Malú"
"40","Buscando una luz","Efecto Pasillo"
