"","Song","Artist"
"1","I love it","Icona Pop;Charli XCX"
"2","Blurred lines","Robin Thicke;Pharrell Williams;T.I."
"3","Cero","Dani Martín"
"4","On top of the world","Imagine Dragons"
"5","La la la","Naughty Boy;Sam Smith"
"6","Live it up","Jennifer López;Pitbull"
"7","Play hard","David Guetta;Akon;Ne-Yo"
"8","Let her go","Passenger"
"9","Wake me up!","Avicii;Aloe Blacc"
"10","More than friends","Inna;Daddy Yankee"
"11","Funketón","Efecto Pasillo"
"12","Get lucky","Daft Punk;Pharrell Williams"
"13","Love me again","John Newman"
"14","Thrift shop","Macklemore & Ryan Lewis;Wanz"
"15","Turn the night up","Enrique Iglesias"
"16","Ho hey","The Lumineers"
"17","The other side","Jason Derülo"
"18","Just give me a reason","P!nk;Nate Ruess"
"19","Make my day","Auryn"
"20","Best song ever","One Direction"
"21","Walks like Rihanna","The Wanted"
"22","Next to me","Emeli Sandé;Alejandro Sanz"
"23","Roar","Katy Perry"
"24","We can't stop","Miley Cyrus"
"25","Big when I was little","Eliza Doolittle"
"26","Gitana","El Viaje de Elliot"
"27","Treasure","Bruno Mars"
"28","Can't hold us","Macklemore & Ryan Lewis;Ray Dalton"
"29","Live your life","Mika"
"30","Applause","Lady GaGa"
"31","Safe and sound","Capital Cities"
"32","I need your love","Calvin Harris;Ellie Goulding"
"33","I could be the one","Avicii;Nicky Romero"
"34","Impossible","James Arthur"
"35","Unbreakable","Marien Baker;Shaun Frank"
"36","Come & get it","Selena Gomez"
"37","Stay","Rihanna;Mikky Ekko"
"38","Now is the time","Wally López;Jasmine V"
"39","Me enamoré (Feeling of love)","XRIZ"
"40","Right now","Kostrok"
