"","Song","Artist"
"1","All about that bass","Meghan Trainor"
"2","Chandelier","Sia"
"3","Blame","Calvin Harris;John Newman"
"4","Shake it off","Taylor Swift"
"5","Noche y de día","Enrique Iglesias;Juan Magán;Yandel"
"6","Prayer in C","Robin Schulz;Lilly Wood & The Prick;Robin Schulz"
"7","Bang bang","Jessie J;Ariana Grande;Nicki Minaj"
"8","Dangerous","David Guetta;Sam Martin"
"9","Fireball","Pitbull;John Ryan"
"10","Rude","MAGIC!"
"11","Por fin","Pablo Alborán"
"12","Break free","Ariana Grande;Zedd"
"13","Maps","Maroon 5"
"14","Tocado y hundido","Melendi"
"15","Steal my girl","One Direction"
"16","Mira dentro","Maldita Nerea"
"17","Puppeteer","Auryn"
"18","Love runs out","OneRepublic"
"19","Bad girl","Lucy Paradise"
"20","Entre la espada y la pared","Fito & Fitipaldis"
"21","Liar liar","Cris Cab"
"22","Don't","Ed Sheeran"
"23","The days","Avicii"
"24","Culpable","David Bisbal"
"25","Boom clap","Charli XCX"
"26","Superheroes","The Script"
"27","Stay with me","Sam Smith"
"28","Shower","Becky G"
"29","Wiggle","Jason Derülo;Snoop Dogg"
"30","The miracle (of Joey Ramone)","U2"
"31","Comprende (It's over)","Sweet California"
"32","On our way","The Royal Concept"
"33","She moves (Far away)","Alle Farben;Graham Candy"
"34","Geronimo","Sheppard"
"35","Justo ahora","Dvicio"
"36","Gigantes","Ruth Lorenzo"
"37","Habits (Stay high)","Tove Lo;Hippie Sabotage"
"38","Aire","Antonio Orozco"
"39","Good time","Inna;Pitbull"
"40","Desaparecer","Malú"
