"","Song","Artist"
"1","Cheap thrills","Sia;Sean Paul"
"2","I took a pill in Ibiza (Explicit version)","Mike Posner;SeeB"
"3","Duele el corazón","Enrique Iglesias;Wisin"
"4","No","Meghan Trainor"
"5","Faded","Alan Walker;Iselin Solheim"
"6","Stressed out","Twenty One Pilots"
"7","Cake by the ocean","DNCE"
"8","Me, myself & I","G-Eazy;Bebe Rexha"
"9","7 Years","Lukas Graham"
"10","Baila conmigo","Juan Magán;Luciana"
"11","Catch & release","Matt Simons;Deepend"
"12","Hymn for the weekend","Coldplay;Beyoncé"
"13","Who's loving you","Auryn;Anastacia"
"14","Fast car","Jonas Blue;Dakota"
"15","Vuela corazón","Dasoul"
"16","Light it up","Major Lazer;Fuse ODG;NYLA"
"17","Work from home","Fifth Harmony;Ty Dolla $ign"
"18","Cómo te atreves","Morat"
"19","Lush life","Zara Larsson"
"20","Ain't your mama","Jennifer López"
"21","Geometria polisentimental","Fangoria"
"22","This is what you came for","Calvin Harris;Rihanna"
"23","Hero","Family of the Year"
"24","Roses","The Chainsmokers;Rozes"
"25","With my hands","Furious Monkey House"
"26","Bang my head","David Guetta;Fetty Wap;Sia"
"27","Hide away","Daya"
"28","Dangerous woman","Ariana Grande"
"29","Sofia","Álvaro Soler"
"30","Good lovin' 2.0","Sweet California"
"31","England skies (Papier remix)","Shake Shake Go"
"32","Work","Rihanna;Drake"
"33","Are you ready?","Abraham Mateo"
"34","Be the one","Dua Lipa"
"35","One dance","Drake;Kyla;WizKid"
"36","Echo","Nelou"
"37","Caos","Malú"
"38","Pillowtalk","Zayn Malik"
"39","Mira como vuelo","Miss Caffeina"
"40","Love yourself","Justin Bieber"
