"","Song","Artist"
"1","Prayer in C","Robin Schulz;Lilly Wood & The Prick;Robin Schulz"
"2","Chandelier","Sia"
"3","All about that bass","Meghan Trainor"
"4","Rude","MAGIC!"
"5","Shake it off","Taylor Swift"
"6","Blame","Calvin Harris;John Newman"
"7","Noche y de día","Enrique Iglesias;Juan Magán;Yandel"
"8","Maps","Maroon 5"
"9","Puppeteer","Auryn"
"10","Mira dentro","Maldita Nerea"
"11","Bang bang","Jessie J;Ariana Grande;Nicki Minaj"
"12","Por fin","Pablo Alborán"
"13","Love runs out","OneRepublic"
"14","Wiggle","Jason Derülo;Snoop Dogg"
"15","A sky full of stars","Coldplay"
"16","Fireball","Pitbull;John Ryan"
"17","Superheroes","The Script"
"18","Tocado y hundido","Melendi"
"19","Steal my girl","One Direction"
"20","Stay with me","Sam Smith"
"21","Dangerous","David Guetta;Sam Martin"
"22","Deshazte de mi","Malú"
"23","Break free","Ariana Grande;Zedd"
"24","Am I wrong","Nico & Vinz"
"25","Bad girl","Lucy Paradise"
"26","Culpable","David Bisbal"
"27","Entre la espada y la pared","Fito & Fitipaldis"
"28","She moves (Far away)","Alle Farben;Graham Candy"
"29","Don't","Ed Sheeran"
"30","Lovers on the sun","David Guetta;Sam Martin"
"31","Liar liar","Cris Cab"
"32","Ghost","Ella Henderson"
"33","The days","Avicii"
"34","Comprende (It's over)","Sweet California"
"35","Boom clap","Charli XCX"
"36","On our way","The Royal Concept"
"37","Justo ahora","Dvicio"
"38","Gigantes","Ruth Lorenzo"
"39","Mi teatro","Dani Martín"
"40","Aire","Antonio Orozco"
