"","Song","Artist"
"1","Love the way you lie","Eminem;Rihanna"
"2","The time (Dirty bit)","The Black Eyed Peas"
"3","Loca","Shakira;El Cata"
"4","Hold my hand","Michael Jackson;Akon"
"5","Only girl (In the world)","Rihanna"
"6","Barbie de extrarradio","Melendi"
"7","Who's that chick?","David Guetta;Rihanna"
"8","Mira la vida","Dani Martín"
"9","Cry cry","Oceana"
"10","Con la mano levantá","Macaco;Estopa"
"11","Club can't handle me","Flo Rida;David Guetta"
"12","Just the way you are","Bruno Mars"
"13","Dynamite","Taio Cruz"
"14","Tú mirada me hace grande","Maldita Nerea"
"15","Dj got us fallin' in love","Usher"
"16","Get outta my way","Kylie Minogue"
"17","Teenage dream","Katy Perry"
"18","Barbra Streisand","Duck Sauce"
"19","The flood","Take That"
"20","Billionaire","Travie McCoy;Bruno Mars"
"21","Me acordé de ti","Fito & Fitipaldis"
"22","Turn around (5, 4, 3, 2, 1)","Flo Rida"
"23","Cooler than me","Mike Posner"
"24","No te invite a dormir","Nena Daconte"
"25","Tonight (I'm lovin' you)","Enrique Iglesias;DJ Frank E;Ludacris"
"26","El secreto de las tortugas","Maldita Nerea"
"27","Sale el sol","Shakira"
"28","We r who we r","Ke$ha"
"29","Lola soledad","Alejandro Sanz"
"30","Lo que no ves","POL 3.14"
"31","Blanco y negro","Malú"
"32","Alejandro","Lady GaGa"
"33","Buscando el sol","El Pescao"
"34","Stay the night","James Blunt"
"35","Quién te quiere como yo","Carlos Baute"
"36","Need you now","Lady Antebellum"
"37","Lo mejor de mi vida eres tú","Ricky Martin;Natalia Jiménez"
"38","Cuatro elementos","La Musicalité;El Sueño de Morfeo"
"39","Cama vacía","Pignoise"
"40","In my head","Jason Derülo"
