"","Song","Artist"
"1","Beggin","Madcon"
"2","Quiero ser","Amaia Montero"
"3","I kissed a girl","Katy Perry"
"4","Sígueme","Manuel Carrasco"
"5","Peter Pan","El Canto del Loco"
"6","If I were a boy","Beyoncé"
"7","Que te quería","La Quinta Estación"
"8","Disturbia","Rihanna"
"9","Hemicraneal","Estopa"
"10","Viva la vida","Coldplay"
"11","Te esperaré","Calle París"
"12","Human","The Killers"
"13","The man who can't be moved","The Script"
"14","Perdóname","Amaral"
"15","Womanizer","Britney Spears"
"16","Primavera anticipada (It is my song)","Laura Pausini;James Blunt"
"17","Just dance","Lady GaGa;Colby O'Donis"
"18","Broken strings","James Morrison;Nelly Furtado"
"19","Colgando en tus manos","Carlos Baute;Marta Sánchez"
"20","This is the life","Amy MacDonald"
"21","Better in time","Leona Lewis"
"22","Inmortal","La Oreja de Van Gogh"
"23","Stop and stare","OneRepublic"
"24","Odio por amor","Juanes"
"25","Infinity 2008","Guru Josh Project;Klaas"
"26","No me doy por vencido","Luis Fonsi"
"27","Rain on your parade","Duffy"
"28","Me gustas cuando","Lucas Masciano;El Canto del Loco"
"29","You found me","The Fray"
"30","Física o química","Despistaos"
"31","Tenía tanto que darte","Nena Daconte"
"32","Get on your boots","U2"
"33","Un violinista en tu tejado","Melendi"
"34","Me arrepiento","Álex Ubago"
"35","Libres","La Sonrisa de Julia"
"36","Voyage voyage","Kate Ryan"
"37","El burdel de las sirenas","84"
"38","The boy does nothing","Alesha Dixon"
"39","I can feel you","Anastacia;Mousse T."
"40","Por mi tripa","Pereza"
