"","Song","Artist"
"1","Una foto en blanco y negro","David Otero;Taburete"
"2","Tusa","Karol G;Nicki Minaj"
"3","+","Aitana;Cali y El Dandee"
"4","Blinding lights","The Weeknd"
"5","Dance monkey","Tones and I"
"6","Soldadito de hierro","Nil Moliner;Dani Fernández"
"7","Dosis","ChocQuibTown;Dvicio;Reik"
"8","Don't start now","Dua Lipa"
"9","A dónde vamos","Morat"
"10","Morado","J Balvin"
"11","Physical","Dua Lipa"
"12","La mentira","Dani Martín"
"13","Adore you","Harry Styles"
"14","What a man gotta do","Jonas Brothers"
"15","Me gusta","Anuel AA;Shakira"
"16","Tabú","Ava Max;Pablo Alborán"
"17","Before you go","Lewis Capaldi"
"18","Robarte el corazón","Ana Guerra;Bombai"
"19","Underdog","Alicia Keys"
"20","Se iluminaba",NA
"21","Ritmo (Bad boys for life)","J Balvin;The Black Eyed Peas"
"22","Bailemos","Dani Fernández"
"23","Muévelo","Daddy Yankee;Nicky Jam"
"24","Si por mí fuera","Beret"
"25","TBT","Manuel Turizo;Rauw Alejandro;Sebastián Yatra"
"26","Stupid love","Lady GaGa"
"27","Universo","Blas Cantó"
"28","Como si fueras a morir mañana","Leiva"
"29","Torn","Ava Max"
"30","Intentions","Justin Bieber;Quavo"
"31","Memories","Maroon 5"
"32","Kiss somebody",NA
"33","Indeciso","J Balvin;Lalo Ebratt;Reik"
"34","Si me dices que sí","Camilo;Farruko;Reik"
"35","Cuando eramos dos","Sinsinati"
"36","Liar","Camila Cabello"
"37","Yo x ti tú x mí","Ozuna;Rosalía"
"38","Atrapado","Estopa"
"39","Some say",NA
"40","Yummy","Justin Bieber"
