"","Song","Artist"
"1","High hopes","Panic! at the Disco"
"2","Say my name","Bebe Rexha;David Guetta;J Balvin"
"3","Sweet but psycho","Ava Max"
"4","Mujer bruja","Mala Rodríguez;Lola Índigo"
"5","No te preocupes por mí","Leiva"
"6","5 sentidos","Dvicio;Taburete"
"7","Bajito","Ana Guerra"
"8","Con altura","El Guincho;J Balvin;Rosalía"
"9","Speechless","Robin Schulz;Erika Sirola"
"10","Lo siento","Beret"
"11","Giant","Calvin Harris;Rag'n'Bone Man"
"12","Close to me","Diplo;Ellie Goulding;Swae Lee"
"13","Sucker","Jonas Brothers"
"14","Déjame ser","Manuel Carrasco"
"15","Love someone","Lukas Graham"
"16","Nothing breaks like a heart","Mark Ronson;Miley Cyrus"
"17","No te enamores","Efecto Pasillo"
"18","Besos a la lona","Melendi"
"19","Vas a quedarte","Aitana"
"20","R.I.P.","Anitta;Rita Ora;Sofía Reyes"
"21","Back in the city","Alejandro Sanz;Nicky Jam"
"22","Dancing with a stranger","Sam Smith;Normani"
"23","Walk me home","P!nk"
"24","Bailo la pena","Macaco"
"25","Fading","Alle Farben;ILIRA"
"26","Angels","Tom Walker"
"27","I wish you were here","HRVY"
"28","Swing","Danny Ocean"
"29","Guay","Sweet California"
"30","7 rings","Ariana Grande"
"31","Don't call me up","Mabel"
"32","Vuela (Beach pop)","Bombai"
"33","Pa' dentro","Ana Mena;Sean Kingston"
"34","Merlí","Miss Caffeina"
"35","Obsessed",NA
"36","Inventas","Vanesa Martín"
"37","Shotgun","George Ezra"
"38","Kiss and make up","Dua Lipa;Black Pink"
"39","Tu refugio (Nueva versión)","Pablo Alborán"
"40","No volveré (A seguir tus pasos)","Blas Cantó"
