"","Song","Artist"
"1","No hay 2 sin 3 (Gol)","Cali y Dandee;David Bisbal"
"2","Euphoria","Loreen"
"3","Call me maybe","Carly Rae Jepsen"
"4","Payphone","Maroon 5;Wiz Khalifa"
"5","Dance again","Jennifer López;Pitbull"
"6","Somebody that I used to know","Gotye;Kimbra"
"7","Starships","Nicki Minaj"
"8","Rayos de sol","Jose de Rico & Henry Méndez"
"9","Boys will be boys","Paulina Rubio"
"10","Te he echado de menos","Pablo Alborán"
"11","Me pones tierno","Rasel;Carlos Baute"
"12","Stronger (What doesn't kill you)","Kelly Clarkson"
"13","Tacatá","Tacabro"
"14","Twilight","Cover Drive"
"15","Se vuelve loca","Juan Magán"
"16","En el mundo genial de las cosas que dices","Maldita Nerea"
"17","We are young","Fun.;Janelle Monaé"
"18","Yo te esperaré","Cali y Dandee"
"19","Addicted to you (Arbadel re-work mix)","Shakira"
"20","Timebomb","Kylie Minogue"
"21","She doesn't mind","Sean Paul"
"22","Me quedaré","Estopa"
"23","Princess of China","Coldplay;Rihanna"
"24","Love is the only way","Macaco"
"25","Wild ones","Flo Rida;Sia"
"26","Pan y mantequilla","Efecto Pasillo"
"27","Drive by","Train"
"28","Fight for life","Carlos Jean;Alex Shaker;Daniel Martín;Lucía Scansetti"
"29","No me compares","Alejandro Sanz"
"30","Breathing","Jason Derülo"
"31","1.000.000","Alexandra Stan;Carlprit"
"32","Don't give up my game","Auryn"
"33","Lady (Spanglish version)","Crossfire"
"34","Someone like you","Adele"
"35","Real woman","Chila Lynn"
"36","The one that got away","Katy Perry"
"37","Buy the Dj a round","Xuso Jones;Flii Stylz"
"38","International love","Pitbull;Chris Brown"
"39","Dejarse la piel","Lagarto Amarillo"
"40","Levels","Avicii;Etta James"
