"","Song","Artist"
"1","Nunca volverá","El Sueño de Morfeo"
"2","El universo sobre mí","Amaral"
"3","Volverte a ver","Juanes"
"4","Missing","Evanescence"
"5","She will be loved","Maroon 5"
"6","Stand my ground","Within Temptation"
"7","Una tarde de sol","Manolo García"
"8","Vertigo","U2"
"9","Let me show you (The way)","Natasha Thomas"
"10","Barcos de papel","David DeMaría"
"11","Es mi soledad","Antonio Orozco"
"12","Miedo","M-Clan"
"13","This is the last time","Keane"
"14","Nada valgo sin tu amor","Juanes"
"15","No me canso","Ana Torroja"
"16","Sabrás","Manuel Carrasco"
"17","Con mis manos","Bebe"
"18","Welcome to my truth","Anastacia"
"19","Estoy aquí","Despistaos"
"20","Al olvido","Elefantes"
"21","Get right","Jennifer López"
"22","Cuéntame","Alea"
"23","Boulevard of broken dreams","Green Day"
"24","¿Qué soy yo para tí?","Hombres G"
"25","Ecos","Luz Casal"
"26","Tangled up in me",NA
"27","Yo lo que quiero","Andy & Lucas"
"28","Jamás me fui","Taxi"
"29","Sometimes you can't make it on your own","U2"
"30","Siempre me quedará","Bebe"
"31","Salida","Álex Ubago"
"32","El bufón","La Sonrisa de Julia"
"33","Get down on it","Blue;Kool & the Gang;Lil' Kim"
"34","Por un ratito en tus oidos","Pedro Javier Hermosilla"
"35","Yo estoy aquí","Iguana Tango"
"36","What you're made of","Lucie Silvas"
"37","Everybody's changing","Keane"
"38","Welcome to my life","Simple Plan"
"39","Dicen","Jarabe de Palo"
"40","What you waiting for?","Gwen Stefani"
