"","Song","Artist"
"1","Roar","Katy Perry"
"2","Wake me up!","Avicii;Aloe Blacc"
"3","Can't hold us","Macklemore & Ryan Lewis;Ray Dalton"
"4","Love me again","John Newman"
"5","La la la","Naughty Boy;Sam Smith"
"6","We can't stop","Miley Cyrus"
"7","Éxtasis","Pablo Alborán"
"8","Applause","Lady GaGa"
"9","Burn","Ellie Goulding"
"10","Blurred lines","Robin Thicke;Pharrell Williams;T.I."
"11","Treasure","Bruno Mars"
"12","Make my day","Auryn"
"13","A prueba de ti","Malú"
"14","Wrecking ball","Miley Cyrus"
"15","Best song ever","One Direction"
"16","True love","P!nk;Lily Allen"
"17","Qué bonita la vida","Dani Martín"
"18","Counting stars","OneRepublic"
"19","Royals","Lorde"
"20","I need your love","Calvin Harris;Ellie Goulding"
"21","Let her go","Passenger"
"22","El primer día del resto de mi vida","La Oreja de Van Gogh"
"23","You make me","Avicii;Salem Al Fakir"
"24","Vi","Pablo López"
"25","I love it","Icona Pop;Charli XCX"
"26","Turn the night up","Enrique Iglesias"
"27","Safe and sound","Capital Cities"
"28","Cheque al portamor","Melendi"
"29","Come with me","Ricky Martin"
"30","The other side","Jason Derülo"
"31","You're nobody 'til somebody loves you","James Arthur"
"32","Timber","Pitbull;Ke$ha"
"33","On top of the world","Imagine Dragons"
"34","Infatuated","Sweet California"
"35","This game is over","Alejandro Sanz;Emeli Sandé;Jamie Foxx"
"36","Despacito y con buena letra","El Viaje de Elliot"
"37","Play hard","David Guetta;Akon;Ne-Yo"
"38","Live it up","Jennifer López;Pitbull"
"39","Now is the time","Wally López;Jasmine V"
"40","Live your life","Mika"
