"","Song","Artist"
"1","Girls like you","Maroon 5;Cardi B"
"2","Ni la hora","Ana Guerra;Juan Magán"
"3","Teléfono","Aitana"
"4","Fuego","Eleni Foureira"
"5","Déjala que baile","Melendi;Alejandro Sanz;Arkano"
"6","One kiss","Calvin Harris;Dua Lipa"
"7","Cuando nadie ve","Morat"
"8","La llave","Pablo Alborán;Piso 21"
"9","Leave a light on","Tom Walker"
"10","Qué tienes tú","Dvicio;Mau y Ricky;Reik"
"11","La cintura","Álvaro Soler"
"12","Él no soy yo","Blas Cantó"
"13","Te esperaré toda la vida","Dani Fernández"
"14","2002","Anne-Marie"
"15","Gira",NA
"16","No es justo","J Balvin;Zion & Lennox"
"17","Flames","David Guetta;Sia"
"18","Contradicción","Malú"
"19","Solo","Clean Bandit;Demi Lovato"
"20","Promises","Calvin Harris;Sam Smith"
"21","Shotgun","George Ezra"
"22","Ya no quiero ná","Lola Índigo"
"23","Rise","Jonas Blue;Jack & Jack"
"24","In my mind","Dynoro;Gigi D'Agostino"
"25","Loca","Sweet California"
"26","Lo siento","Beret"
"27","Amasijo de huesos","Sidecars"
"28","Happier","marshmello;Bastille"
"29","Usted","Juan Magán;Mala Rodríguez"
"30","1, 2, 3","Sofía Reyes;De la Ghetto;Jason Derülo"
"31","Happier","Ed Sheeran"
"32","I'm a mess","Bebe Rexha"
"33","Belerofón","Taburete"
"34","Clandestino","Maluma;Shakira"
"35","Back to you","Selena Gomez"
"36","Lo malo","Aitana;Ana Guerra"
"37","Beautiful","Bazzi;Camila Cabello"
"38","A partir de hoy","David Bisbal;Sebastián Yatra"
"39","These days","Rudimental;Dan Caplen;Jess Glynne;Macklemore"
"40","Mad love","Sean Paul;Becky G;David Guetta"
