"","Song","Artist"
"1","Issues","Julia Michaels"
"2","Malibu","Miley Cyrus"
"3","Attention","Charlie Puth"
"4","Felices los 4","Maluma"
"5","Sign of the times","Harry Styles"
"6","Solo si es contigo","Bombai;Bebe"
"7","Despacito","Luis Fonsi;Daddy Yankee;Justin Bieber"
"8","Symphony","Clean Bandit;Zara Larsson"
"9","Swalla","Jason Derülo;Nicki Minaj;Ty Dolla $ign"
"10","Me enamoré","Shakira"
"11","Thunder","Imagine Dragons"
"12","Hey ma (Spanish version)","J Balvin;Pitbull;Camila Cabello"
"13","Sirenas","Taburete"
"14","El ratico","Juanes;Kali Uchis"
"15","2U","David Guetta;Justin Bieber"
"16","Ahora lloras tú","Ana Mena;CNCO"
"17","Y, ¿si fuera ella?","Abel Pintos;Antonio Carmona;Antonio Orozco;David Bisbal;India Martínez;Jesse & Joy;Juanes;Laura "
"18","The way I are (Dance with somebody)","Bebe Rexha;Lil Wayne"
"19","Crying in the club","Camila Cabello"
"20","Breaking bad","Leiva"
"21","Mala mujer","C. Tangana"
"22","Rápido, brusco, violento","Juan Magán;Boni & Kelly"
"23","Galway girl","Ed Sheeran"
"24","No vacancy (Latin version)","OneRepublic;Sebastián Yatra"
"25","Bailarina","Maldita Nerea"
"26","There's nothing holdin' me back","Shawn Mendes"
"27","Mi vida sin ti","Bromas Aparte"
"28","In your bed","Blas Cantó"
"29","Cosas que no se pagan con dinero","Marlon"
"30","Complicidad","Vanesa Martín"
"31","When the mind wanders","Carlos Marco"
"32","Shape of you","Ed Sheeran"
"33","Yo contigo, tú conmigo (The gong gong song)","Morat;Álvaro Soler"
"34","Carita de buena","Efecto Pasillo"
"35","Humo","Jarabe de Palo"
"36","Way down we go","Kaleo"
"37","Que se mueran de envidia","Dani Martín;Carla Morrison"
"38","Súbeme la radio","Enrique Iglesias;Descemer Bueno;Zion & Lennox"
"39","I.M.T. (Incapacidad Moral Transitoria)","Love of Lesbian"
"40","Together","YALL;Mandy Díaz"
