"","Song","Artist"
"1","Stereo love","Edward Maya;Molella"
"2","Cosas que suenan a...","Maldita Nerea"
"3","Sexy bitch","David Guetta;Akon"
"4","Tik tok","Ke$ha"
"5","Meet me halfway","The Black Eyed Peas"
"6","El run run","Rosario;Estopa"
"7","Sick of love","Robert Ramírez"
"8","Fireflies","Owl City"
"9","Gitana (Pop version)","Shakira"
"10","Fight for this love","Cheryl"
"11","Telephone","Lady GaGa;Beyoncé"
"12","Release me","Agnes"
"13","Todo me da igual","Pignoise"
"14","Ay Haití!","Carlos Jean;Varios"
"15","Rude boy","Rihanna"
"16","Bipolar","POL 3.14"
"17","Como una vela","Melendi"
"18","We weren't born to follow","Bon Jovi"
"19","Desde cuando","Alejandro Sanz"
"20","Bad romance","Lady GaGa"
"21","Sin mirar atras","David Bisbal"
"22","Aunque me pidas perdón","Taxi"
"23","Los huesos de los besos","Fito & Fitipaldis"
"24","We are the world 25 for Haiti",NA
"25","Gracias","Despistaos"
"26","If we ever meet again","Timbaland;Katy Perry"
"27","Quiero aprender de ti","El Canto del Loco"
"28","Can't be tamed","Miley Cyrus"
"29","Guapa","Diego Torres"
"30","Estuve a punto de...","Miguel Bosé"
"31","Not myself tonight","Christina Aguilera"
"32","Nuestro amor será leyenda","Alejandro Sanz"
"33","Whatcha say","Jason Derülo"
"34","Diez minutos","Efecto Mariposa"
"35","I got you","Leona Lewis"
"36","Replay","Iyaz"
"37","Que nadie","Manuel Carrasco;Malú"
"38","Con sólo una mirada","Georgina"
"39","Sweet dreams","Beyoncé"
"40","Llévatelo","Antonio Orozco"
