"","Song","Artist"
"1","Hey brother","Avicii;Dan Tyminski"
"2","Talk dirty","Jason Derülo;2 Chainz"
"3","Royals","Lorde"
"4","Llegará","Antonio Orozco"
"5","Timber","Pitbull;Ke$ha"
"6","Can't remember to forget you","Shakira;Rihanna"
"7","Animals","Martin Garrix"
"8","Happy","Pharrell Williams"
"9","The monster","Eminem;Rihanna"
"10","Counting stars","OneRepublic"
"11","All night","Icona Pop"
"12","XO","Beyoncé"
"13","Terriblemente cruel","Leiva"
"14","Do what u want","Lady GaGa;R. Kelly"
"15","Of the night","Bastille"
"16","Adore you","Miley Cyrus"
"17","Unconditionally","Katy Perry"
"18","Radioactive","Imagine Dragons"
"19","Story of my life","One Direction"
"20","Hard out here","Lily Allen"
"21","Diez mil maneras","David Bisbal"
"22","Breathe your fire","Auryn"
"23","Wrecking ball","Miley Cyrus"
"24","Emocional","Dani Martín"
"25","Hand on heart","Olly Murs;Edurne"
"26","Burn","Ellie Goulding"
"27","Into the blue","Kylie Minogue"
"28","In your eyes","Inna;Yandel"
"29","Demons","Imagine Dragons"
"30","A prueba de ti","Malú"
"31","Money on my mind","Sam Smith"
"32","Cheating","John Newman"
"33","Recovery","James Arthur"
"34","Can we dance","The Vamps"
"35","Can't hold us","Macklemore & Ryan Lewis;Ray Dalton"
"36","Plastic","Soraya"
"37","Al norte","Mr. Kilombo"
"38","Sha la la","María Sagana"
"39","Not over you","Mario Jefferson"
"40","Vi","Pablo López"
