"","Song","Artist"
"1","Colgando en tus manos","Carlos Baute;Marta Sánchez"
"2","Que te quería","La Quinta Estación"
"3","This is the life","Amy MacDonald"
"4","Peter Pan","El Canto del Loco"
"5","Disturbia","Rihanna"
"6","Quiero ser","Amaia Montero"
"7","Beggin","Madcon"
"8","Human","The Killers"
"9","Womanizer","Britney Spears"
"10","Sígueme","Manuel Carrasco"
"11","The boy does nothing","Alesha Dixon"
"12","Broken strings","James Morrison;Nelly Furtado"
"13","I kissed a girl","Katy Perry"
"14","Primavera anticipada (It is my song)","Laura Pausini;James Blunt"
"15","Perdóname","Amaral"
"16","Just dance","Lady GaGa;Colby O'Donis"
"17","Nunca tendré","Coti"
"18","El aleph","Nena Daconte"
"19","Te esperaré","Calle París"
"20","If I were a boy","Beyoncé"
"21","Infinity 2008","Guru Josh Project;Klaas"
"22","Piratas del bar Caribe","Melendi"
"23","Viva la vida","Coldplay"
"24","Cuéntale","Conchita"
"25","Shine on","R.I.O."
"26","Me arrepiento","Álex Ubago"
"27","The man who can't be moved","The Script"
"28","Hemicraneal","Estopa"
"29","My life would suck without you","Kelly Clarkson"
"30","Deseo que ya no puede ser","Nek"
"31","You found me","The Fray"
"32","Hot n cold","Katy Perry"
"33","Inmortal","La Oreja de Van Gogh"
"34","Estoy enfermo","Pignoise;Melendi"
"35","Ocho brazos para abrazarte","Los Peces"
"36","Stop and stare","OneRepublic"
"37","Palabras","Second"
"38","Love story","Taylor Swift"
"39","No me doy por vencido","Luis Fonsi"
"40","Better in time","Leona Lewis"
