"","Song","Artist"
"1","Con calma","Daddy Yankee;Snow"
"2","Don't call me up","Mabel"
"3","Nada sale mal","Aitana"
"4","Calma (Alicia remix)","Alicia Keys;Farruko;Pedro Capó"
"5","Sucker","Jonas Brothers"
"6","Vuela (Beach pop)","Bombai"
"7","Fading","Alle Farben;ILIRA"
"8","Someone you loved","Lewis Capaldi;Madism"
"9","I don't care","Ed Sheeran;Justin Bieber"
"10","Contando lunares","Don Patricio;Cruz Cafuné"
"11","Te echo de menos","Beret"
"12","Bad guy","Billie Eilish"
"13","Qué bonito es querer","Manuel Carrasco"
"14","Señorita","Camila Cabello;Shawn Mendes"
"15","Bésame","David Bisbal;Juan Magán"
"16","Don't worry bout me","Zara Larsson"
"17","Presiento","Aitana;Morat"
"18","So am I","Ava Max"
"19","Old town road","Lil Nas X;Billy Ray Cyrus"
"20","Disparos","Dani Fernández"
"21","Dancing with a stranger","Sam Smith;Normani"
"22","Mi persona favorita","Alejandro Sanz;Camila Cabello"
"23","ME!","Taylor Swift;Brendon Urie"
"24","Mares igual que tú","Amaral"
"25","Soldi","Mahmood;Maikel Delacalle"
"26","De la Tierra hasta Marte","Alfred García"
"27","Never really over","Katy Perry"
"28","Índios y vaqueros","Sinsinati"
"29","Late","Pol Granch"
"30","Let me down slowly","Alec Benjamin;Alessia Cara"
"31","Stay (Don't go away)","David Guetta;Raye"
"32","Get to know me","Anitta;Alesso"
"33","Superpoderes","Leiva"
"34","De tus ojos","Vanesa Martín;Carlos Jean"
"35","Maldición","Lalo Ebratt;Lola Índigo"
"36","Lo quiero todo","Macaco"
"37","Si te vas","Blas Cantó"
"38","High hopes","Panic! at the Disco"
"39","Con altura","El Guincho;J Balvin;Rosalía"
"40","5 sentidos","Dvicio;Taburete"
