"","Song","Artist"
"1","Some say","Nea"
"2","Se iluminaba",NA
"3","Blinding lights","The Weeknd"
"4","Physical","Dua Lipa"
"5","Say so","Doja Cat"
"6","Enemigos","Aitana;Reik"
"7","Tusa","Karol G;Nicki Minaj"
"8","Una foto en blanco y negro","David Otero;Taburete"
"9","Roses",NA
"10","Si tú la quieres","Aitana;David Bisbal"
"11","Before you go","Lewis Capaldi"
"12","Favorito","Camilo"
"13","Sueño","Beret;Pablo Alborán"
"14","Rojo","J Balvin"
"15","Como si fueras a morir mañana","Leiva"
"16","Bailemos","Dani Fernández"
"17","In your eyes","Robin Schulz;Alida"
"18","Breaking me","TOPIC;A7S"
"19","Los huesos","Dani Martín;Juanes"
"20","Rain on me","Ariana Grande;Lady GaGa"
"21","4 besos","Lalo Ebratt;Lola Índigo;Rauw Alejandro"
"22","I'm ready","Sam Smith;Demi Lovato"
"23","Cuando eramos dos","Sinsinati"
"24","What a man gotta do","Jonas Brothers"
"25","Robarte el corazón","Ana Guerra;Bombai"
"26","Mundo imperfecto","Sidecars"
"27","Mamacita","Ozuna;The Black Eyed Peas;J. Rey Soul"
"28","Stupid love","Lady GaGa"
"29","Dance monkey","Tones and I"
"30","Lay your head on me","Major Lazer;Marcus Mumford"
"31","Mariposa","Pablo López"
"32","Kings & queens","Ava Max"
"33","Soldadito de hierro","Nil Moliner;Dani Fernández"
"34","Don't start now","Dua Lipa"
"35","Adore you","Harry Styles"
"36","Muévelo","Daddy Yankee;Nicky Jam"
"37","Supalonely","BENEE;Gus Dapperton"
"38","Underdog","Alicia Keys"
"39","Intentions","Justin Bieber;Quavo"
"40","Me gusta","Anuel AA;Shakira"
