"","Song","Artist"
"1","La cintura","Álvaro Soler"
"2","These days","Rudimental;Dan Caplen;Jess Glynne;Macklemore"
"3","One kiss","Calvin Harris;Dua Lipa"
"4","Friends","Anne-Marie;marshmello"
"5","Lo malo","Aitana Ocaña;Ana Guerra"
"6","1, 2, 3","Sofía Reyes;De la Ghetto;Jason Derülo"
"7","Mad love","Sean Paul;Becky G;David Guetta"
"8","Never be the same","Camila Cabello"
"9","A partir de hoy","David Bisbal;Sebastián Yatra"
"10","Flames","David Guetta;Sia"
"11","Dieciocho","Dani Martín"
"12","Familiar","J Balvin;Liam Payne"
"13","Spinning over you","REYKO"
"14","El préstamo","Maluma"
"15","Leave a light on","Tom Walker"
"16","The middle","Maren Morris;Zedd;Grey"
"17","No tears left to cry","Ariana Grande"
"18","Better now","Post Malone"
"19","Idgaf","Dua Lipa"
"20","Back to you","Selena Gomez"
"21","El arrepentido","Melendi;Carlos Vives"
"22","In my blood","Shawn Mendes"
"23","Él no soy yo","Blas Cantó"
"24","La llave","Pablo Alborán;Piso 21"
"25","Meant to be","Bebe Rexha;Florida Georgia Line"
"26","X","J Balvin;Nicky Jam"
"27","Solo","Clean Bandit;Demi Lovato"
"28","Belerofón","Taburete"
"29","All falls down","Alan Walker;Digital Farm Animals;Noah Cyrus"
"30","Gira",NA
"31","Perfect duet","Ed Sheeran;Beyoncé"
"32","Prometo","Pablo Alborán"
"33","Ya es hora",NA
"34","Wolves","Selena Gomez;marshmello"
"35","Te esperaré toda la vida","Dani Fernández"
"36","Hey hey","Maico"
"37","Échame la culpa","Luis Fonsi;Demi Lovato"
"38","Superhéroes","Bombai"
"39","For you","Liam Payne;Rita Ora"
"40","Dusk till dawn","Zayn Malik;Sia"
