"","Song","Artist"
"1","Bailando (English version)","Enrique Iglesias;Descemer Bueno;Gente de Zona;Sean Paul"
"2","Trumpets","Jason Derülo"
"3","Dare (La la la)","Shakira"
"4","If I lose myself","OneRepublic;Alesso"
"5","Changes","FAUL;Wad Ad;Pnau"
"6","We are one (Ole ola)","Pitbull;Claudia Leitte;Jennifer López"
"7","All of me","John Legend"
"8","One woman army","Porcelain Black"
"9","Human","Christina Perri"
"10","Dark horse","Katy Perry;Juicy J"
"11","Happy","Pharrell Williams"
"12","Into the blue","Kylie Minogue"
"13","Team","Lorde"
"14","She looks so perfect","5SOS"
"15","Demons","Imagine Dragons"
"16","A sky full of stars","Coldplay"
"17","Buena energía","Maldita Nerea"
"18","Can we dance","The Vamps"
"19","Shot me down","David Guetta;Skylar Grey"
"20","This is the life","Sweet California"
"21","Rather be","Clean Bandit;Jess Glynne"
"22","Wings","Birdy"
"23","No amanece","David Bisbal"
"24","Jealous (I ain't with it)","Chromeo"
"25","Love never felt so good","Michael Jackson;Justin Timberlake"
"26","Sing","Ed Sheeran"
"27","Cola song","Inna;J Balvin"
"28","First love","Jennifer López"
"29","Emocional","Dani Martín"
"30","Marilyn Monroe","Pharrell Williams"
"31","Air balloon","Lily Allen"
"32","Mirada perdida","Leiva"
"33","You & I","One Direction"
"34","Temblando","Antonio Orozco"
"35","I will never let you down","Rita Ora"
"36","Too many girls","Wayne Beckford"
"37","Stolen dance","Milky Chance"
"38","Am I wrong","Nico & Vinz"
"39","Problem","Ariana Grande;Iggy Azalea"
"40","Mil pedazos","Juanes"
