"","Song","Artist"
"1","Just dance","Lady GaGa;Colby O'Donis"
"2","Colgando en tus manos","Carlos Baute;Marta Sánchez"
"3","The boy does nothing","Alesha Dixon"
"4","Human","The Killers"
"5","El aleph","Nena Daconte"
"6","This is the life","Amy MacDonald"
"7","Que te quería","La Quinta Estación"
"8","Broken strings","James Morrison;Nelly Furtado"
"9","Estoy enfermo","Pignoise;Melendi"
"10","Love story","Taylor Swift"
"11","Peter Pan","El Canto del Loco"
"12","Hot n cold","Katy Perry"
"13","Womanizer","Britney Spears"
"14","Beggin","Madcon"
"15","Piratas del bar Caribe","Melendi"
"16","If I were a boy","Beyoncé"
"17","Somos","Melocos"
"18","Infinity 2008","Guru Josh Project;Klaas"
"19","Disturbia","Rihanna"
"20","4 segundos","Amaia Montero"
"21","Shine on","R.I.O."
"22","Chasing pavements","Adele"
"23","Si no estás","El Sueño de Morfeo"
"24","Moving","Macaco"
"25","Deseo que ya no puede ser","Nek"
"26","Europa VII","La Oreja de Van Gogh"
"27","Viva la vida","Coldplay"
"28","Grita","Jarabe de Palo"
"29","Quiero ser","Amaia Montero"
"30","La sonrisa de la luna","Ilsa"
"31","Nunca tendré","Coti"
"32","Better in time","Leona Lewis"
"33","Causa y efecto","Paulina Rubio"
"34","Perdóname","Amaral"
"35","Por quererte","Efecto Mariposa"
"36","I'm yours","Jason Mraz"
"37","Te esperaré","Calle París"
"38","Hemicraneal","Estopa"
"39","Cuéntale","Conchita"
"40","Sober","P!nk"
