"","Song","Artist"
"1","Gotas de agua dulce","Juanes"
"2","Kamikaze","Amaral"
"3","¡Eres tonto!","El Canto del Loco"
"4","No estamos solos","Eros Ramazzotti;Ricky Martin"
"5","Apologize","OneRepublic"
"6","Beautiful girls","Sean Kingston"
"7","Si no te hubieras ido","Maná"
"8","Bleeding love","Leona Lewis"
"9","Mercy","Duffy"
"10","Puede ser","Conchita"
"11","Violet hill","Coldplay"
"12","El presente","Julieta Venegas"
"13","Love song","Sara Bareilles"
"14","Rehab","Amy Winehouse"
"15","Cuando amanece","Estopa"
"16","Don't stop the music","Rihanna"
"17","Que el tiempo no te cambie (V. 2008)","Tequila"
"18","4 minutes","Madonna;Justin Timberlake;Timbaland"
"19","Just hold me","Maria Mena"
"20","No estés triste","Manolo García"
"21","About you now","Sugababes"
"22","Don't jump","Tokio Hotel"
"23","Ella elle l'a","Kate Ryan"
"24","Say it right","Nelly Furtado"
"25","Pretendo hablarte","Beatriz Luengo"
"26","Como un lobo","Miguel Bosé;Bimba Bosé"
"27","Lo mismo","No Way Out"
"28","Hate that I love you","Rihanna;David Bisbal"
"29","Estrella polar","Pereza;Juan Aguirre"
"30","I'll be waiting","Lenny Kravitz"
"31","Roto por dentro","M-Clan"
"32","S.O.S.","Jonas Brothers"
"33","Cósmica","Pastora"
"34","No one","Alicia Keys"
"35","Cuerpo triste","Estopa"
"36","In my arms","Kylie Minogue"
"37","Cada dos minutos","Despistaos"
"38","Serenade07","Dover"
"39","Bella traición","Belinda"
"40","Papeles mojados","Chambao"
