"","Song","Artist"
"1","Someone like you","Adele"
"2","Ai se eu te pego","Michel Teló"
"3","Got 2 luv u","Sean Paul;Alexis Jordan"
"4","Titanium","David Guetta;Sia"
"5","Cometas por el cielo","La Oreja de Van Gogh"
"6","Good feeling","Flo Rida"
"7","Domino","Jessie J"
"8","We found love","Rihanna;Calvin Harris"
"9","Paradise","Coldplay"
"10","No sigue modas","Juan Magán"
"11","Marry you","Bruno Mars"
"12","Without you","David Guetta;Usher"
"13","I like how it feels","Enrique Iglesias;Pitbull;The WAV.s"
"14","Stereo hearts","Gym Class Heroes;Adam Levine"
"15","Hangover","Taio Cruz;Flo Rida"
"16","Moves like Jagger","Maroon 5;Christina Aguilera"
"17","¿No podíamos ser agua?","Maldita Nerea"
"18","Coconut tree","Mohombi;Nicole Scherzinger"
"19","Midnight","Mandy Santos;Carlos Jean"
"20","I wanna go","Britney Spears"
"21","La primavera","Estopa"
"22","Glad you came","The Wanted"
"23","Tu mirada","Amaia Montero"
"24","La luna va y viene","El Pescao"
"25","Get back (ASAP)","Alexandra Stan"
"26","Me gustas tanto","Paulina Rubio"
"27","Dejarse la piel","Lagarto Amarillo"
"28","Rolling in the deep","Adele"
"29","Rain over me","Pitbull;Marc Anthony"
"30","I'm into you","Jennifer López;Lil Wayne"
"31","When love","Chila Lynn"
"32","Erase you","André Olà;Heléne"
"33","The one that got away","Katy Perry"
"34","No hay más","Antonio Orozco"
"35","The A Team","Ed Sheeran"
"36","Perdóname ángel","Melendi"
"37","El verdadero amor perdona","Maná"
"38","Dreamkiller","The Monomes"
"39","Gimme the base (DJ)","Carlos Jean;Mandy Santos"
"40","Wepa","Gloria Estefan"
