"","Song","Artist"
"1","Stereo hearts","Gym Class Heroes;Adam Levine"
"2","Someone like you","Adele"
"3","Cometas por el cielo","La Oreja de Van Gogh"
"4","Hangover","Taio Cruz;Flo Rida"
"5","The one that got away","Katy Perry"
"6","Ai se eu te pego","Michel Teló"
"7","Criminal","Britney Spears"
"8","Give me all your luvin'","Madonna;M.I.A.;Nicki Minaj"
"9","Good feeling","Flo Rida"
"10","Paradise","Coldplay"
"11","International love","Pitbull;Chris Brown"
"12","Domino","Jessie J"
"13","We found love","Rihanna;Calvin Harris"
"14","Dejarse la piel","Lagarto Amarillo"
"15","The A Team","Ed Sheeran"
"16","Titanium","David Guetta;Sia"
"17","Levels","Avicii;Etta James"
"18","Got 2 luv u","Sean Paul;Alexis Jordan"
"19","Sexy and I know it","LMFAO"
"20","No sigue modas","Juan Magán"
"21","Los días contados","Despistaos"
"22","BlackStar","Carlos Jean;Antonio Ferrara;Electric Nana;Macadamia;StelioN;Tolo Servera"
"23","Without you","David Guetta;Usher"
"24","Breathing","Jason Derülo"
"25","Te he echado de menos","Pablo Alborán"
"26","Marry you","Bruno Mars"
"27","Marry the night","Lady GaGa"
"28","Me quedaré","Estopa"
"29","Midnight","Mandy Santos;Carlos Jean"
"30","Moves like Jagger","Maroon 5;Christina Aguilera"
"31","Tu mirada","Amaia Montero"
"32","Polvo de estrellas","Calle París"
"33","She doesn't mind","Sean Paul"
"34","Stronger (What doesn't kill you)","Kelly Clarkson"
"35","When love","Chila Lynn"
"36","Love is the only way","Macaco"
"37","Rolling in the deep","Adele"
"38","¿No podíamos ser agua?","Maldita Nerea"
"39","I like how it feels","Enrique Iglesias;Pitbull;The WAV.s"
"40","No hay más","Antonio Orozco"
