"","Song","Artist"
"1","Let her go","Passenger"
"2","Get lucky","Daft Punk;Pharrell Williams"
"3","More than friends","Inna;Daddy Yankee"
"4","Just give me a reason","P!nk;Nate Ruess"
"5","Play hard","David Guetta;Akon;Ne-Yo"
"6","Thrift shop","Macklemore & Ryan Lewis;Wanz"
"7","I could be the one","Avicii;Nicky Romero"
"8","Live it up","Jennifer López;Pitbull"
"9","Cero","Dani Martín"
"10","Ho hey","The Lumineers"
"11","Impossible","James Arthur"
"12","Quién","Pablo Alborán"
"13","Stay","Rihanna;Mikky Ekko"
"14","Unbreakable","Marien Baker;Shaun Frank"
"15","When I was your man","Bruno Mars"
"16","Blurred lines","Robin Thicke;Pharrell Williams;T.I."
"17","Funketón","Efecto Pasillo"
"18","Camino de rosas","Alejandro Sanz"
"19","On top of the world","Imagine Dragons"
"20","No digas nada (Déjà vu)","Cali y Dandee"
"21","Come & get it","Selena Gomez"
"22","I love it","Icona Pop;Charli XCX"
"23","The other side","Jason Derülo"
"24","Vuelvo a verte","Malú;Pablo Alborán"
"25","Love me again","John Newman"
"26","Turn on the radio","Xuso Jones"
"27","Right now","Kostrok"
"28","Walks like Rihanna","The Wanted"
"29","¡Corre!","Jesse & Joy"
"30","Gitana","El Viaje de Elliot"
"31","Me enamoré (Feeling of love)","XRIZ"
"32","La la la","Naughty Boy;Sam Smith"
"33","Make my day","Auryn"
"34","Mondays","Yanela Brooks"
"35","Next to me","Emeli Sandé;Alejandro Sanz"
"36","Pretty boy","Edurne"
"37","Boytoy","Angy"
"38","Big when I was little","Eliza Doolittle"
"39","Viven","Rasel;Jadel"
"40","Con fuego","Soraya;Aqeelion"
