"","Song","Artist"
"1","Rain over me","Pitbull;Marc Anthony"
"2","Moves like Jagger","Maroon 5;Christina Aguilera"
"3","The lazy song","Bruno Mars"
"4","La niña que llora en tus fiestas","La Oreja de Van Gogh"
"5","I'm into you","Jennifer López;Lil Wayne"
"6","¿No podíamos ser agua?","Maldita Nerea"
"7","The edge of glory","Lady GaGa"
"8","I wanna go","Britney Spears"
"9","We found love","Rihanna;Calvin Harris"
"10","Last friday night (T.G.I.F)","Katy Perry"
"11","Glad you came","The Wanted"
"12","Rolling in the deep","Adele"
"13","Got 2 luv u","Sean Paul;Alexis Jordan"
"14","Bailando por ahí","Juan Magán"
"15","Coconut tree","Mohombi;Nicole Scherzinger"
"16","Caminando","Amaia Montero"
"17","Paradise","Coldplay"
"18","Titanium","David Guetta;Sia"
"19","Danza Kuduro","Don Omar;Lucenzo"
"20","Gimme the base (DJ)","Carlos Jean;Mandy Santos"
"21","Erase you","André Olà;Heléne"
"22","I like how it feels","Enrique Iglesias;Pitbull;The WAV.s"
"23","La luna va y viene","El Pescao"
"24","Get back (ASAP)","Alexandra Stan"
"25","Price tag","Jessie J;B.o.B"
"26","Don't wanna go home","Jason Derülo"
"27","Perdóname ángel","Melendi"
"28","Sweat","Snoop Dogg;David Guetta"
"29","Party rock anthem","LMFAO;GoonRock;Laurent Bennet"
"30","Best thing I never had","Beyoncé"
"31","Get together","Marta Sánchez;Dmol"
"32","Wepa","Gloria Estefan"
"33","Just can't get enough","The Black Eyed Peas"
"34","Dreamkiller","The Monomes"
"35","Soledad en mí","La Musicalité"
"36","Give me everything","Pitbull;Afrojack;Nayer;Ne-Yo"
"37","Hello","Martin Solveig;Dragonette"
"38","S&M","Rihanna"
"39","Mi lamento","Dani Martín"
"40","Where them girls at","David Guetta;Flo Rida;Nicki Minaj"
