"","Song","Artist"
"1","Give me everything","Pitbull;Afrojack;Nayer;Ne-Yo"
"2","On the floor","Jennifer López;Pitbull"
"3","S&M","Rihanna"
"4","Judas","Lady GaGa"
"5","Fácil","Maldita Nerea"
"6","Party rock anthem","LMFAO;GoonRock;Laurent Bennet"
"7","Price tag","Jessie J;B.o.B"
"8","Bumpy ride","Mohombi"
"9","Just can't get enough","The Black Eyed Peas"
"10","Where them girls at","David Guetta;Flo Rida;Nicki Minaj"
"11","Lead the way","Carlos Jean;Electric Nana"
"12","Mr. Saxobeat","Alexandra Stan"
"13","Rabiosa","Shakira;El Cata"
"14","Till the world ends","Britney Spears"
"15","Solamente tú","Pablo Alborán"
"16","Hello","Martin Solveig;Dragonette"
"17","Cuatro elementos","La Musicalité;El Sueño de Morfeo"
"18","Don't wanna go home","Jason Derülo"
"19","Grenade","Bruno Mars"
"20","Lluvia al corazón","Maná"
"21","Firework","Katy Perry"
"22","Every teardrop is a waterfall","Coldplay"
"23","Dame vida","Huecco"
"24","What a feeling","Alex Gaudino;Kelly Rowland"
"25","Canción de amor caducada","Melendi"
"26","Sun is up","Inna;Play & Win"
"27","Tú y yo","Ragdog"
"28","Gimme the base (DJ)","Carlos Jean;Mandy Santos"
"29","Mi lamento","Dani Martín"
"30","Dirty dancer","Enrique Iglesias;Lil Wayne;Nayer;Usher"
"31","Best thing I never had","Beyoncé"
"32","The time is now","Virginia Labuat"
"33","Blanco y negro","Malú"
"34","The lazy song","Bruno Mars"
"35","Tip toeing","The Monomes"
"36","Quiero","Pignoise"
"37","Born this way","Lady GaGa"
"38","Buscando el sol","El Pescao"
"39","Tonight (I'm lovin' you)","Enrique Iglesias;DJ Frank E;Ludacris"
"40","Lady Gaga","Zenttric"
