"","Song","Artist"
"1","Wild thoughts","DJ Khaled;Bryson Tiller;Rihanna"
"2","Mi gente","J Balvin;Willy William"
"3","2U","David Guetta;Justin Bieber"
"4","Yo contigo, tú conmigo (The gong gong song)","Morat;Álvaro Soler"
"5","Attention","Charlie Puth"
"6","Solo si es contigo","Bombai;Bebe"
"7","Feels","Calvin Harris;Big Sean;Katy Perry;Pharrell Williams"
"8","Me rehúso","Danny Ocean"
"9","Issues","Julia Michaels"
"10","Despacito","Luis Fonsi;Daddy Yankee"
"11","Galway girl","Ed Sheeran"
"12","Felices los 4","Maluma"
"13","No vacancy (Latin version)","OneRepublic;Sebastián Yatra"
"14","Breaking bad","Leiva"
"15","Mala mujer","C. Tangana"
"16","Instruction","Jax Jones;Demi Lovato;Stefflon Don"
"17","Bailarina","Maldita Nerea"
"18","Thunder","Imagine Dragons"
"19","Carita de buena","Efecto Pasillo"
"20","Mama","Jonas Blue;William Singe"
"21","Versace on the floor","Bruno Mars;David Guetta"
"22","Ok","Robin Schulz;James Blunt"
"23","Symphony","Clean Bandit;Zara Larsson"
"24","Unforgettable","French Montana;Swae Lee"
"25","Loco de amor",NA
"26","Malibu","Miley Cyrus"
"27","Que se mueran de envidia","Dani Martín;Carla Morrison"
"28","Sign of the times","Harry Styles"
"29","How we dream","Maico"
"30","Everything now","Arcade Fire"
"31","There's nothing holdin' me back","Shawn Mendes"
"32","Todo es posible","David Bisbal;Tini"
"33","Miracles (someone special)","Big Sean;Coldplay"
"34","Swalla","Jason Derülo;Nicki Minaj;Ty Dolla $ign"
"35","El peor grupo del mundo","Sidonie"
"36","Me enamoré","Shakira"
"37","Toc toc","Macaco"
"38","Hey ma (Spanish version)","J Balvin;Pitbull;Camila Cabello"
"39","Hula hoop 8000","Monarchy"
"40","Crying in the club","Camila Cabello"
