"","Song","Artist"
"1","Cola song","Inna;J Balvin"
"2","Bailando (English version)","Enrique Iglesias;Descemer Bueno;Gente de Zona;Sean Paul"
"3","All of me","John Legend"
"4","Human","Christina Perri"
"5","Stolen dance","Milky Chance"
"6","A sky full of stars","Coldplay"
"7","Problem","Ariana Grande;Iggy Azalea"
"8","We are one (Ole ola)","Pitbull;Claudia Leitte;Jennifer López"
"9","Summer","Calvin Harris"
"10","No amanece","David Bisbal"
"11","One woman army","Porcelain Black"
"12","Am I wrong","Nico & Vinz"
"13","This is the life","Sweet California"
"14","I will never let you down","Rita Ora"
"15","Paraíso","Dvicio"
"16","Birthday","Katy Perry"
"17","Dare (La la la)","Shakira"
"18","First love","Jennifer López"
"19","Wasted","Tiësto;Matthew Koma"
"20","Trumpets","Jason Derülo"
"21","Sing","Ed Sheeran"
"22","Mmm yeah","Austin Mahone;Pitbull"
"23","Mirada perdida","Leiva"
"24","Ghost","Ella Henderson"
"25","Love runs out","OneRepublic"
"26","Waves","Mr. Probz;Robin Schulz"
"27","Me and my broken heart","Rixton"
"28","Buena energía","Maldita Nerea"
"29","Marilyn Monroe","Pharrell Williams"
"30","Wiggle","Jason Derülo;Snoop Dogg"
"31","Lipstick","Sophia del Carmen"
"32","Lovers on the sun","David Guetta;Sam Martin"
"33","If I lose myself","OneRepublic;Alesso"
"34","Por Reyes","Mr. Kilombo"
"35","Million miles","Kylie Minogue"
"36","Falling in love (English version)","Juan Magán;Zion & Lennox"
"37","M.U.S.I.C.","María Sagana"
"38","Take me home","Midnight Red"
"39","Wasting your time","Carlos Jean"
"40","Somebody to you","The Vamps;Demi Lovato"
