"","Song","Artist"
"1","Nothing breaks like a heart","Mark Ronson;Miley Cyrus"
"2","Sweet but psycho","Ava Max"
"3","Mujer bruja","Lola Índigo;Mala Rodríguez"
"4","Love someone","Lukas Graham"
"5","Say my name","Bebe Rexha;David Guetta;J Balvin"
"6","Vas a quedarte","Aitana"
"7","Lo siento","Beret"
"8","Bajito","Ana Guerra"
"9","Kiss and make up","Dua Lipa;Black Pink"
"10","No te preocupes por mí","Leiva"
"11","Shotgun","George Ezra"
"12","Angels","Tom Walker"
"13","Tu refugio (Nueva versión)","Pablo Alborán"
"14","Inventas","Vanesa Martín"
"15","Déjame ser","Manuel Carrasco"
"16","Taki taki","DJ Snake;Cardi B;Ozuna;Selena Gomez"
"17","High hopes","Panic! at the Disco"
"18","Loca","Álvaro Soler"
"19","5 sentidos","Dvicio;Taburete"
"20","Giant","Calvin Harris;Rag'n'Bone Man"
"21","Close to me","Diplo;Ellie Goulding;Swae Lee"
"22","Perdón","David Bisbal;Greeicy"
"23","Back in the city","Alejandro Sanz;Nicky Jam"
"24","No volveré (A seguir tus pasos)","Blas Cantó"
"25","7 rings","Ariana Grande"
"26","Let you love me","Rita Ora"
"27","No te enamores","Efecto Pasillo"
"28","Cuando nadie ve","Morat"
"29","I wish you were here","HRVY"
"30","Besos a la lona","Melendi"
"31","Promises","Calvin Harris;Sam Smith"
"32","Be alright","Dean Lewis"
"33","Speechless","Robin Schulz;Erika Sirola"
"34","Bailo la pena","Macaco"
"35","Without me","Halsey"
"36","Girls like you","Maroon 5;Cardi B"
"37","In my mind","Dynoro;Gigi D'Agostino"
"38","Walk me home","P!nk"
"39","2002","Anne-Marie"
"40","Blow that smoke","Major Lazer;Tove Lo"
