"","Song","Artist"
"1","Wavin' flag (Versión latina)","K'naan;David Bisbal"
"2","Waka waka (Esto es África)","Shakira;Freshlyground"
"3","Break your heart","Taio Cruz"
"4","Sick of love","Robert Ramírez"
"5","Alejandro","Lady GaGa"
"6","Replay","Iyaz"
"7","Sexy bitch","David Guetta;Akon"
"8","Rock that body","The Black Eyed Peas"
"9","California gurls","Katy Perry"
"10","Stereo love","Edward Maya;Molella"
"11","Nothin' on you","B.o.B;Bruno Mars"
"12","In my head","Jason Derülo"
"13","All the lovers","Kylie Minogue"
"14","Todo me da igual","Pignoise"
"15","Your love is my drug","Ke$ha"
"16","I like it","Enrique Iglesias"
"17","Hey, soul sister","Train"
"18","Castillo de arena","El Pescao;Ana Cañas"
"19","Rude boy","Rihanna"
"20","Yerbatero","Juanes"
"21","Telephone","Lady GaGa;Beyoncé"
"22","Cosas que suenan a...","Maldita Nerea"
"23","Fireflies","Owl City;Jason Nevins"
"24","Bipolar","POL 3.14"
"25","Tik tok","Ke$ha"
"26","Cosas que no quise decirte","Funambulista"
"27","Déjà vu","Inna;Bob Taylor;Play & Win"
"28","Release me","Agnes"
"29","El run run","Rosario;Estopa"
"30","Need you now","Lady Antebellum"
"31","Ay Haití!","Carlos Jean;Varios"
"32","Cry cry","Oceana"
"33","Gitana (Pop version)","Shakira"
"34","Fire with fire","Scissor Sisters"
"35","Gracias","Despistaos"
"36","Nuestro amor será leyenda","Alejandro Sanz"
"37","Los huesos de los besos","Fito & Fitipaldis"
"38","Ruedan","Diego Martín"
"39","Olvídate de mí","Zenttric"
"40","Perdido en la calle","Taxi"
