"","Song","Artist"
"1","Ai se eu te pego","Michel Teló"
"2","Someone like you","Adele"
"3","Titanium","David Guetta;Sia"
"4","Got 2 luv u","Sean Paul;Alexis Jordan"
"5","Good feeling","Flo Rida"
"6","Cometas por el cielo","La Oreja de Van Gogh"
"7","We found love","Rihanna;Calvin Harris"
"8","No sigue modas","Juan Magán"
"9","Domino","Jessie J"
"10","Stereo hearts","Gym Class Heroes;Adam Levine"
"11","Marry you","Bruno Mars"
"12","Without you","David Guetta;Usher"
"13","Paradise","Coldplay"
"14","Hangover","Taio Cruz;Flo Rida"
"15","I like how it feels","Enrique Iglesias;Pitbull;The WAV.s"
"16","Midnight","Mandy Santos;Carlos Jean"
"17","Moves like Jagger","Maroon 5;Christina Aguilera"
"18","¿No podíamos ser agua?","Maldita Nerea"
"19","Coconut tree","Mohombi;Nicole Scherzinger"
"20","Tu mirada","Amaia Montero"
"21","I wanna go","Britney Spears"
"22","La primavera","Estopa"
"23","The one that got away","Katy Perry"
"24","Dejarse la piel","Lagarto Amarillo"
"25","Rolling in the deep","Adele"
"26","Glad you came","The Wanted"
"27","La luna va y viene","El Pescao"
"28","When love","Chila Lynn"
"29","The A Team","Ed Sheeran"
"30","Get back (ASAP)","Alexandra Stan"
"31","Me gustas tanto","Paulina Rubio"
"32","Rain over me","Pitbull;Marc Anthony"
"33","No hay más","Antonio Orozco"
"34","I'm into you","Jennifer López;Lil Wayne"
"35","Perdóname ángel","Melendi"
"36","Erase you","André Olà;Heléne"
"37","Criminal","Britney Spears"
"38","El verdadero amor perdona","Maná"
"39","Dreamkiller","The Monomes"
"40","Gimme the base (DJ)","Carlos Jean;Mandy Santos"
