"","Song","Artist"
"1","Hung up","Madonna"
"2","Marta, Sebas, Guille y los demás","Amaral"
"3","Volverá","El Canto del Loco"
"4","No","Shakira;Gustavo Cerati"
"5","Rutinas","Chenoa"
"6","You're beautiful","James Blunt"
"7","Wake me up when september ends","Green Day"
"8","Antes que ver el sol","Coti"
"9","My spirit flies to you","Monjes Budistas"
"10","Advertising space","Robbie Williams"
"11","Con sólo una sonrisa","Melendi"
"12","No me crees","Efecto Mariposa;Javier Ojeda"
"13","Un año más",NA
"14","Doctor pressure","Mylo;Miami Sound Machine (MSM)"
"15","Have a nice day","Bon Jovi"
"16","Everything burns","Anastacia;Ben Moody"
"17","Eras tú","Merche"
"18","Todo","Pereza"
"19","Cien gaviotas","Álex Ubago;Amaia Montero;Carlos Goñi;Cristina Lliso;David Summers;Quique González;Despistaos"
"20","Para tu amor","Juanes"
"21","Don't cha","The Pussycat Dolls;Busta Rhymes"
"22","Old town","The Corrs"
"23","Just feel better","Santana;Steven Tyler"
"24","Don't lie","The Black Eyed Peas"
"25","Pokito a poko","Chambao"
"26","One","Mary J. Blige;U2"
"27","Behind these hazel eyes","Kelly Clarkson"
"28","Déjame verte","Diego Martín;Raquel del Rosarío"
"29","Can't resist","Texas"
"30","Talk","Coldplay"
"31","Duro de llevar","Revólver"
"32","The three degrees","Tara Blaise"
"33","No quiero verla más","Estopa"
"34","Welcome to my life","Simple Plan"
"35","Pieces of a dream","Anastacia"
"36","Put your records on","Corinne Bailey Rae"
"37","Don't bother","Shakira"
"38","Para no olvidar","Andrés Calamaro"
"39","Quiero estar contigo","Javier Puig"
"40","Breathe in","Lucie Silvas"
